Sort Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent
JLPT_Tango_N4_0069,近所,近所[きんじょ],"nearby area, neighborhood",[sound:JLPT_Tango_N4_0069.mp3],近所に有名人が住んでいます。,近所[きんじょ]に 有名人[ゆうめいじん]が 住[す]んでいます。,A famous person lives nearby here.,,,,,Ch 01 - 私たちの毎日,Sect 03 - 家,X
JLPT_Tango_N4_0070,周り,周[まわ]り,around,[sound:JLPT_Tango_N4_0070.mp3],家の周りにさくらの木があります。,家[いえ]の 周[まわ]りにさくらの 木[き]があります。,There are cherry blossoms around the house.,,,,,Ch 01 - 私たちの毎日,Sect 03 - 家,X
JLPT_Tango_N4_0071,げんかん,げんかん,entranceway,[sound:JLPT_Tango_N4_0071.mp3],げんかんにくつがたくさんあります。,げんかんにくつがたくさんあります。,There are many shoes in the entranceway.,,,,,Ch 01 - 私たちの毎日,Sect 03 - 家,X
JLPT_Tango_N4_0072,入り口　（入口）,入り口[いりぐち]　（ 入口[いりぐち]）,entrance,[sound:JLPT_Tango_N4_0072.mp3],入り口で部屋の番号を押してください,入り口[いりぐち]で 部屋[へや]の 番号[ばんごう]を 押[お]してください,Please enter the room number at the entrance.,,,,,Ch 01 - 私たちの毎日,Sect 03 - 家,X
JLPT_Tango_N4_0072-005,出口,出口[でぐち],exit,[sound:JLPT_Tango_N4_0072-005.mp3],,,,,,,Opposite meaning of 入り口（入口）,Ch 01 - 私たちの毎日,Sect 03 - 家,
JLPT_Tango_N4_0073,（かぎを）かける,（かぎを）かける,"to lock (a door, etc.)",[sound:JLPT_Tango_N4_0073.mp3],出かけるときはかぎをかけてください。,出[で]かけるときはかぎをかけてください。,Please lock the door when you go out.,,,,,Ch 01 - 私たちの毎日,Sect 03 - 家,X
JLPT_Tango_N4_0074,（かぎが）かかる,（かぎが）かかる,to be locked,[sound:JLPT_Tango_N4_0074.mp3],げんかんのドアはかぎがかかっています。,げんかんのドアはかぎがかかっています。,The door in the entranceway is locked.,,,,,Ch 01 - 私たちの毎日,Sect 03 - 家,X
JLPT_Tango_N4_0075,かべ,かべ,wall,[sound:JLPT_Tango_N4_0075.mp3],部屋のかべを明るくしたいです。,部屋[へや]のかべを 明[あか]るくしたいです。,I want to make the walls in the room brighter.,,,,,Ch 01 - 私たちの毎日,Sect 03 - 家,X
JLPT_Tango_N4_0076,ろう下,ろう 下[か],hallway,[sound:JLPT_Tango_N4_0076.mp3],このろう下の右にトイレがあります。,このろう 下[か]の 右[みぎ]にトイレがあります。,There is a bathroom on the right in this hallway.,,,,,Ch 01 - 私たちの毎日,Sect 03 - 家,X
JLPT_Tango_N4_0077,台所,台所[だいどころ],kitchen,[sound:JLPT_Tango_N4_0077.mp3],うちの台所は使いやすいです。,うちの 台所[だいどころ]は 使[つか]いやすいです。,My kitchen is easy to use.,,,,The K in １Ｋのアパート means kitchen.,Ch 01 - 私たちの毎日,Sect 03 - 家,X
JLPT_Tango_N4_0077-005,キッチン,キッチン,kitchen,[sound:JLPT_Tango_N4_0077-005.mp3],,,,,,,The K in １Ｋのアパート means kitchen. Same meaning as 台所,Ch 01 - 私たちの毎日,Sect 03 - 家,
JLPT_Tango_N4_0078,水道,水道[すいどう],"water supply, tap",[sound:JLPT_Tango_N4_0078.mp3],水道の水を飲んでもだいじょうぶです。,水道[すいどう]の 水[みず]を 飲[の]んでもだいじょうぶです。,You can drink the water from the tap.,,,,,Ch 01 - 私たちの毎日,Sect 03 - 家,X
JLPT_Tango_N4_0079,ガス,ガス,gas,[sound:JLPT_Tango_N4_0079.mp3],地震でガスが止まってしまいました。,地震[じしん]でガスが 止[と]まってしまいました。,The gas stopped due to an earthquake.,,,,,Ch 01 - 私たちの毎日,Sect 03 - 家,X
JLPT_Tango_N4_0080,和室,和室[わしつ],Japanese-style room.,[sound:JLPT_Tango_N4_0080.mp3],私は和室が好きです。,私[わたし]は 和室[わしつ]が 好[す]きです。,I like Japanese-style rooms.,,,,和　refers to things that are Japanese.,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0080-005,洋室,洋室[ようしつ],Western-style room,[sound:JLPT_Tango_N4_0080-005.mp3],,,,,,,洋 refers to things that are western-style. Opposite meaning of 和室,Ch 01 - 私たちの毎日,Sect 04 - 部屋,
JLPT_Tango_N4_0080-006,和服,和服[わふく],Japanese-style clothing,[sound:JLPT_Tango_N4_0080-006.mp3],,,,,,,和　refers to things that are Japanese. Related meaning to 和室,Ch 01 - 私たちの毎日,Sect 04 - 部屋,
JLPT_Tango_N4_0080-007,和風,和風[わふう],Japanese-style,[sound:JLPT_Tango_N4_0080-007.mp3],,,,,,,和　refers to things that are Japanese. Related meaning to 和室,Ch 01 - 私たちの毎日,Sect 04 - 部屋,
JLPT_Tango_N4_0081,たたみ,たたみ,"tatami mat, Japanese straw floor covering",[sound:JLPT_Tango_N4_0081.mp3],たたみの部屋があるアパートに住みたいです。,たたみの 部屋[へや]があるアパートに 住[す]みたいです。,I want to live in an apartment that has tatami mats.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0082,押し入れ,押し入[おしい]れ,closet,[sound:JLPT_Tango_N4_0082.mp3],部屋に押し入れがあると、便利です。,部屋[へや]に 押し入[おしい]れがあると、 便利[べんり]です。,Having closets in the room is convenient.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0083,ふとん,ふとん,"futon, bed mat",[sound:JLPT_Tango_N4_0083.mp3],私はベッドよりふとんのほうが好きです。,私[わたし]はベッドよりふとんのほうが 好[す]きです。,I prefer a futon to a bed.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0084,グラス,グラス,glass,[sound:JLPT_Tango_N4_0084.mp3],窓グラスをきれいにしましょう。,窓[まど]グラスをきれいにしましょう。,Let's clean the window glass.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0085,カーテン,カーテン,curtain,[sound:JLPT_Tango_N4_0085.mp3],明るい色のカーテンを買います。,明[あか]るい 色[いろ]のカーテンを 買[か]います。,I'm going to buy brightly colored curtains.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0086,すみ,すみ,"corner, nook",[sound:JLPT_Tango_N4_0086.mp3],部屋のすみにつくえを置いています。,部屋[へや]のすみにつくえを 置[お]いています。,There is a desk in the corner of the room.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0087,家具,家具[かぐ],furninture,[sound:JLPT_Tango_N4_0087.mp3],私は木の家具が好きです。,私[わたし]は 木[き]の 家具[かぐ]が 好[す]きです。,I like wooden furniture.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0088,たな,たな,shelf,[sound:JLPT_Tango_N4_0088.mp3],たなにはＤＶＤが置いてあります。,たなには ＤＶＤ[ディーブイディー]が 置[お]いてあります。,There are DVDs on the shelf.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0088-005,本だな,本[ほん]だな,bookshelf,[sound:JLPT_Tango_N4_0088-005.mp3],,,,,,,Related meaning to たな,Ch 01 - 私たちの毎日,Sect 04 - 部屋,
JLPT_Tango_N4_0089,組み立てる,組み立[くみた]てる,to assemble,[sound:JLPT_Tango_N4_0089.mp3],このベッドは自分で組み立ててください。,このベッドは 自分[じぶん]で 組み立[くみた]ててください。,Please assemble this bed on your own.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0089-005,組み立て式,組み立[くみた]て 式[しき],ready-to-assemble,[sound:JLPT_Tango_N4_0089-005.mp3],,,,,,,Related meaning to 組み立てる,Ch 01 - 私たちの毎日,Sect 04 - 部屋,
JLPT_Tango_N4_0090,引き出し,引き出[ひきだ]し,drawer,[sound:JLPT_Tango_N4_0090.mp3],パスポートはつくえの引き出しの中にあります。,パスポートはつくえの 引き出[ひきだ]しの 中[なか]にあります。,The passport is inside of the drawer in the desk.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0091,片づける,片[かた]づける,to clean up,[sound:JLPT_Tango_N4_0091.mp3],友だちが来るので、部屋を片づけました。,友[とも]だちが 来[く]るので、 部屋[へや]を 片[かた]づけました。,"My friend is coming, so I cleaned my room.",,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0092,片づく,片[かた]づく,to be cleaned up,[sound:JLPT_Tango_N4_0092.mp3],いつも部屋が片づいています。,いつも 部屋[へや]が 片[かた]づいています。,The room is always neat and clean.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0092-005,片づけ,片[かた]づけ,cleaning,[sound:JLPT_Tango_N4_0092-005.mp3],,,,,,,Related meaning to 片づく,Ch 01 - 私たちの毎日,Sect 04 - 部屋,
JLPT_Tango_N4_0092-006,あと片づけ,あと 片[かた]づけ,cleaning up after someone else,[sound:JLPT_Tango_N4_0092-006.mp3],,,,,,,Related meaning to 片づく,Ch 01 - 私たちの毎日,Sect 04 - 部屋,
JLPT_Tango_N4_0093,整理＜する＞,整理[せいり]＜する＞,organization,[sound:JLPT_Tango_N4_0093.mp3],つくえの上をきれいに整理してください。,つくえの 上[うえ]をきれいに 整理[せいり]してください。,Please clean and organize the top of the desk.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0093-005,整理せいとん,整理[せいり]せいとん,keeping things tidy and in order,[sound:JLPT_Tango_N4_0093-005.mp3],,,,,,,Related meaning to 整理＜する＞,Ch 01 - 私たちの毎日,Sect 04 - 部屋,
JLPT_Tango_N4_0094,動かす,動[うご]かす,"to move, to make move",[sound:JLPT_Tango_N4_0094.mp3],みんなで大きいテーブルを動かします。,みんなで 大[おお]きいテーブルを 動[うご]かします。,Everyone moves the big table together.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0095,動く,動[うご]く,to move,[sound:JLPT_Tango_N4_0095.mp3],エレベーターが動いています。,エレベーターが 動[うご]いています。,The elevator is moving.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0096,花びん,花[か]びん,flower vase,[sound:JLPT_Tango_N4_0096.mp3],家には小さい花びんしかありません。,家[いえ]には 小[ちい]さい 花[か]びんしかありません。,I only have a small flower vase at home.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0097,カレンダー,カレンダー,calendar,[sound:JLPT_Tango_N4_0097.mp3],かわいい猫のカレンダーを買いました。,かわいい 猫[ねこ]のカレンダーを 買[か]いました。,I bought a cute cat calendar.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0098,ポスター,ポスター,poster,[sound:JLPT_Tango_N4_0098.mp3],犬のポスターがほしいです。,犬[いぬ]のポスターがほしいです。,I want a poster of a dog.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0099,かざる,かざる,to decorate,[sound:JLPT_Tango_N4_0099.mp3],げんかんに花をかざりたいです。,げんかんに 花[はな]をかざりたいです。,I want to decorate the entranceway with flowers.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0100,はる,はる,to post,[sound:JLPT_Tango_N4_0100.mp3],れいぞう庫にメモをはっています。,れいぞう 庫[こ]にメモをはっています。,There is a memo posted on the refrigerator.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0101,（絵を）かける,（ 絵[え]を）かける,to put/hang up (a picture),[sound:JLPT_Tango_N4_0101.mp3],げんかんにきれいな絵をかけました。,げんかんにきれいな 絵[え]をかけました。,I put up a pretty picture in the entranceway.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0102,（カレンダーが）かかる,（カレンダーが）かかる,to hang/to be hung (a calendar),[sound:JLPT_Tango_N4_0102.mp3],きれいなカレンダーがかかっていますね。,きれいなカレンダーがかかっていますね。,You have a very lovely calendar hanging up.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0103,（いすに）かける,（いすに）かける,to sit (in a chair),[sound:JLPT_Tango_N4_0103.mp3],このいすにかけてもいいですか。,このいすにかけてもいいですか。,May I sit down in this chair?,,,,"かける is only used for chairs, while 座る can be used for chairs, grass or the floor.",Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0103-005,座る,座[すわ]る,to sit,[sound:JLPT_Tango_N4_0103-005.mp3],,,,,,,"かける is only used for chairs, while 座る can be used for chairs, grass or the floor. ",Ch 01 - 私たちの毎日,Sect 04 - 部屋,
JLPT_Tango_N4_0104,暖房,暖房[だんぼう],heater,[sound:JLPT_Tango_N4_0104.mp3],今日は寒いので、暖房をつけましょう。,今日[きょう]は 寒[さむ]いので、 暖房[だんぼう]をつけましょう。,"It's cold today, so let's turn on the heater.",,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0104-005,冷房,冷房[れいぼう],"cooler, air-conditioner",[sound:JLPT_Tango_N4_0104-005.mp3],,,,,,,Opposite meaning of 暖房,Ch 01 - 私たちの毎日,Sect 04 - 部屋,
JLPT_Tango_N4_0104-006,エアコン,エアコン,air conditioning,[sound:JLPT_Tango_N4_0104-006.mp3],,,,,,,Related meaning to 暖房,Ch 01 - 私たちの毎日,Sect 04 - 部屋,
JLPT_Tango_N4_0105,上げる,上[あ]げる,to raise/to increase,[sound:JLPT_Tango_N4_0105.mp3],ちょっとエアコンの温度を上げてください。,ちょっとエアコンの 温度[おんど]を 上[あ]げてください。,Please increase the temperature of the air conditioner.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0105-005,下げる,下[さ]げる,to lower/to decrease,[sound:JLPT_Tango_N4_0105-005.mp3],,,,,,,Opposite meaning of 上げる,Ch 01 - 私たちの毎日,Sect 04 - 部屋,
JLPT_Tango_N4_0106,電源,電源[でんげん],(electrical) power outlet,[sound:JLPT_Tango_N4_0106.mp3],この部屋は電源が少なくて、不便です。,この 部屋[へや]は 電源[でんげん]が 少[すく]なくて、 不便[ふべん]です。,It is inconvenient that there are only a few power outlets in this room.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0107,（電気を）つける,（ 電気[でんき]を）つける,to turn on (a light),[sound:JLPT_Tango_N4_0107.mp3],部屋が暗いので、電気をつけましょう。,部屋[へや]が 暗[くら]いので、 電気[でんき]をつけましょう。,The room is dark so let's turn on the light.,,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0108,（テレビが）つく,（テレビが）つく,to be on (the TV),[sound:JLPT_Tango_N4_0108.mp3],ここを押すと、テレビがつきます。,ここを 押[お]すと、テレビがつきます。,"If you push this here, the TV will turn on.",,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0109,消す,消[け]す,to turn off,[sound:JLPT_Tango_N4_0109.mp3],教室を出るときは電気を消してください。,教室[きょうしつ]を 出[で]るときは 電気[でんき]を 消[け]してください。,"When you leave the classroom, please turn off the lights.",,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
JLPT_Tango_N4_0110,消える,消[き]える,to be turned off,[sound:JLPT_Tango_N4_0110.mp3],電気が消えているので、田中さんは部屋にいないでしょう。,電気[でんき]が 消[き]えているので、 田中[たなか]さんは 部屋[へや]にいないでしょう。,"The light is off, so Tanaka-san must not be in this room.",,,,,Ch 01 - 私たちの毎日,Sect 04 - 部屋,X
