Sort,Sort Index,Vocabulary-Japan,Vocab-Furigana,Vocab-English,Audio File,Sent-Japan,Sent-Furigana,Sent-English,Alternate,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent,Reading,Tag,Entry Type
130,JLPT_Tango_N1_0077,早口,,fast talking,[sound:JLPT_Tango_N1_0077.mp3],彼女は早口で、時々何を言っているか分からない。,,She talks fast and sometimes it’s hard to understand what she is saying ,,,,,,,,X,77,N1単語3000_1-3,Main
131,JLPT_Tango_N1_0077-011,早口言葉,,tongue twister,[sound:JLPT_Tango_N1_0077-011.mp3],,,,,,,,,,,,77.1,N1単語3000_1-3,Additional
132,JLPT_Tango_N1_0078,生やす,,grow,[sound:JLPT_Tango_N1_0078.mp3],男の人はひげを生やすと、イメージが大きく変わる。 ,,"When a man grows a beard, his image can change drastically",,,,,,,,X,78,N1単語3000_1-3,Main
133,JLPT_Tango_N1_0079,いじる,,fidget,[sound:JLPT_Tango_N1_0079.mp3],あの子はいつも髪の毛をいじっている。,,She is always fidgeting with her hair ,,,,,,,,X,79,N1単語3000_1-3,Main
134,JLPT_Tango_N1_0080,揺する,,"shake,jitter",[sound:JLPT_Tango_N1_0080.mp3],知人の体を揺する癖が気になってしかたない。,,I am so bothered by my acquaintance’s habitual jittering,,,,,,,,X,80,N1単語3000_1-3,Main
135,JLPT_Tango_N1_0080-011,揺らす,,shake,[sound:JLPT_Tango_N1_0080-011.mp3],,,,,,,,,,,,80.1,N1単語3000_1-3,Additional
136,JLPT_Tango_N1_0081,心得る,,be aware of,[sound:JLPT_Tango_N1_0081.mp3],彼らは大人としてのマンナ一を心得ている 。,,"As adults, they are mindful of their manners ",,,,,,,,X,81,N1単語3000_1-3,Main
137,JLPT_Tango_N1_0081-011,心得,,knowledge,[sound:JLPT_Tango_N1_0081-011.mp3],,,,,,,,,,,,81.1,N1単語3000_1-3,Additional
138,JLPT_Tango_N1_0082,欠く,,lacking,[sound:JLPT_Tango_N1_0082.mp3],礼儀を欠くような人とは関わりたくない。,,I do not want anything to do with someone lacking manners ,,,,,,,,X,82,N1単語3000_1-3,Main
139,JLPT_Tango_N1_0082-011,常識を欠く,,lack common sense,[sound:JLPT_Tango_N1_0082-011.mp3],,,,,,,,,,,,82.1,N1単語3000_1-3,Additional
140,JLPT_Tango_N1_0082-012,(に）欠ける,,lack something,[sound:JLPT_Tango_N1_0082-012.mp3],,,,,,,,,,,,82.2,N1単語3000_1-3,Additional
141,JLPT_Tango_N1_0083,おもむろに,,slowly,[sound:JLPT_Tango_N1_0083.mp3],彼はおもむろに右手を出して、握手を求めた。,,He slowly stuck out his right hand hoping to shake hands ,,,,,,,,X,83,N1単語3000_1-3,Main
142,JLPT_Tango_N1_0084,異性,,opposite sex,[sound:JLPT_Tango_N1_0084.mp3],彼女は異性にも同性にも好かれるタイプだ。,,She is liked by people of both the same and opposite sex ,,,,,,,,X,84,N1単語3000_1-4,Main
143,JLPT_Tango_N1_0084-011,同性,,same sex,[sound:JLPT_Tango_N1_0084-011.mp3],,,,,,,,,,,,84.1,N1単語3000_1-4,Additional
144,JLPT_Tango_N1_0085,恋する,,in love,[sound:JLPT_Tango_N1_0085.mp3],中学生の妹は恋に恋しているようだ。,,My younger sister in junior high school seems to be in love with the concept of love,,,,,,,,X,85,N1単語3000_1-4,Main
145,JLPT_Tango_N1_0086,一目ぼれ（する）,,love at first sight,[sound:JLPT_Tango_N1_0086.mp3],弟が電車の中で初めて会った人に一目ぼれした。,,My younger brother fell in love at the first sight with someone he met on the train ,,,,,,,,X,86,N1単語3000_1-4,Main
146,JLPT_Tango_N1_0087,片思い,,one-sided love,[sound:JLPT_Tango_N1_0087.mp3],片思いのままではつらいので、かれに告白することにした。,,One-sided love was painful so he decided to declare his love. ,,,,,,,,X,87,N1単語3000_1-4,Main
147,JLPT_Tango_N1_0087-011,両思い,,mutual love,[sound:JLPT_Tango_N1_0087-011.mp3],,,,,,,,,,,,87.1,N1単語3000_1-4,Additional
148,JLPT_Tango_N1_0087-012,失恋（する）,,lost love,[sound:JLPT_Tango_N1_0087-012.mp3],,,,,,,,,,,,87.2,N1単語3000_1-4,Additional
149,JLPT_Tango_N1_0088,密かな,,secretly,[sound:JLPT_Tango_N1_0088.mp3],３年前から彼女のことを密かに思い続けている。,,I have hidden my feelings for her for the last three years ,,,,,,,,X,88,N1単語3000_1-4,Main
150,JLPT_Tango_N1_0088-011,密やかな,,hidden,[sound:JLPT_Tango_N1_0088-011.mp3],,,,,,,,,,,,88.1,N1単語3000_1-4,Additional
151,JLPT_Tango_N1_0089,引かれる,,attracted,[sound:JLPT_Tango_N1_0089.mp3],兄は彼女の優しさに引かれたそうだ。,,My older brother says he was attracted to her kindness,,,,,,,,X,89,N1単語3000_1-4,Main
152,JLPT_Tango_N1_0090,気がある,,have the hots for,[sound:JLPT_Tango_N1_0090.mp3],あの子は僕に気があるようだ。,,She seems to have the hots for me,,,,,,,,X,90,N1単語3000_1-4,Main
153,JLPT_Tango_N1_0091,まんざら（ない）,,pretty much,[sound:JLPT_Tango_N1_0091.mp3],彼女も彼のことをまんざら嫌いでもないようだ。,,She seems to have feelings for him too,,,,,,,,X,91,N1単語3000_1-4,Main
154,JLPT_Tango_N1_0092,赤らめる,,blush,[sound:JLPT_Tango_N1_0092.mp3],彼女のことを見つめたら、頬を赤らめて微笑んだ。,,"When i glanced at her, she blushed and smiled ",,,,,,,,X,92,N1単語3000_1-4,Main
155,JLPT_Tango_N1_0092-011,赤面（する）,,red face,[sound:JLPT_Tango_N1_0092-011.mp3],,,,,,,,,,,,92.1,N1単語3000_1-4,Additional
156,JLPT_Tango_N1_0093,まなざし,,a look,[sound:JLPT_Tango_N1_0093.mp3],彼からの熱いまなざしを感じた。,,I felt him giving staring hotly at me ,,,,,,,,X,93,N1単語3000_1-4,Main
157,JLPT_Tango_N1_0093-011,視線,,line of  sight,[sound:JLPT_Tango_N1_0093-011.mp3],,,,,,,,,,,,93.1,N1単語3000_1-4,Additional
158,JLPT_Tango_N1_0094,直感（する）,,instinct,[sound:JLPT_Tango_N1_0094.mp3],初めて会ったときに、結婚すると直感した。,,I knew I was going to marry him when I first met him,,,,,,,,X,94,N1単語3000_1-4,Main
159,JLPT_Tango_N1_0094-011,ぴんとくる,,catch on quickly,[sound:JLPT_Tango_N1_0094-011 .mp3],,,,,,,,,,,,94.1,N1単語3000_1-4,Additional
160,JLPT_Tango_N1_0094-012,第六感,,sixth sense,[sound:JLPT_Tango_N1_0094-012.mp3],,,,,,,,,,,,94.2,N1単語3000_1-4,Additional
161,JLPT_Tango_N1_0095,告白（する）,,confession,[sound:JLPT_Tango_N1_0095.mp3],好きな気持ちを彼になかなか告白できない。,,I just can’t confess my feelings for him ,,,,,,,,X,95,N1単語3000_1-4,Main
162,JLPT_Tango_N1_0095-011,愛の告白,,declaration of love,[sound:JLPT_Tango_N1_0095-011 .mp3],,,,,,,,,,,,95.1,N1単語3000_1-4,Additional
163,JLPT_Tango_N1_0096-001,受け止める,,accept,[sound:JLPT_Tango_N1_0096-001.mp3],1. 彼女は僕の告白をしっかり受け止めてくれた．,,① she strongly accepted my declaration of love ,,,,,,,,X,96,N1単語3000_1-4,Main
164,JLPT_Tango_N1_0096-002,受け止める,,accept,[sound:JLPT_Tango_N1_0096-002.mp3],2. 相手の言葉を深刻に受け止める．　　,,② one must seriously listen to what the other person is saying,,,,,,,,X,96.2,N1単語3000_1-4,Main
165,JLPT_Tango_N1_0097,運命,,fate,[sound:JLPT_Tango_N1_0097.mp3],二人の出会いに運命を感じた.,,I felt that our meeting was fate ,,,,,,,,X,97.1,N1単語3000_1-4,Main
166,JLPT_Tango_N1_0097-011,宿命,,destiny,[sound:JLPT_Tango_N1_0097-011.mp3],,,,,,,,,,,,97.2,N1単語3000_1-4,Additional
167,JLPT_Tango_N1_0098,一筋,,single-hearted,[sound:JLPT_Tango_N1_0098.mp3],付き合い始めてから彼女一筋だ．,,I’ve only had eyes for her since we started dating ,,,,,,,,X,98,N1単語3000_1-4,Main
168,JLPT_Tango_N1_0099,育む,,nurture,[sound:JLPT_Tango_N1_0099.mp3],遠くに住んでも、二人は愛を育んでいる。,,"We live far apart, but we are nurturing the love between us ",,,,,,,,X,99,N1単語3000_1-4,Main
169,JLPT_Tango_N1_0100,のろける,,brag,[sound:JLPT_Tango_N1_0100.mp3],親友はいつも恋人のことをのろけている。,,My best friend is always bragging about his girlfriend,,,,,,,,X,100,N1単語3000_1-4,Main
170,JLPT_Tango_N1_0100-011,のろけ,,boast,[sound:JLPT_Tango_N1_0100-011.mp3],,,,,,,,,,,,100.1,N1単語3000_1-4,Additional
171,JLPT_Tango_N1_0101,片時,,not for a moment,[sound:JLPT_Tango_N1_0101.mp3],彼女のことを片時も忘れられない。,,I cannot forget about her for even a moment ,,,,,,,,X,101,N1単語3000_1-4,Main
172,JLPT_Tango_N1_0101-011,一時も,,not even for a moment,[sound:JLPT_Tango_N1_0101-011.mp3],,,,,,,,,,,,101.1,N1単語3000_1-4,Additional
173,JLPT_Tango_N1_0102,隅に置けない,,not to be underestimated,[sound:JLPT_Tango_N1_0102.mp3],恋愛に関しては、弟は隅に置けないタイプだ。,,My younger brother is not to be underestimated when it comes to matters of love ,,,,,,,,X,102,N1単語3000_1-4,Main
174,JLPT_Tango_N1_0103,張り合う,,fight over,[sound:JLPT_Tango_N1_0103.mp3],弟をめぐって、三人の女の子が張り合っている。,,three girls are fighting over my younger brother ,,,,,,,,X,103,N1単語3000_1-4,Main
175,JLPT_Tango_N1_0104,有頂天な,,ecstatic,[sound:JLPT_Tango_N1_0104.mp3],弟は可愛い彼女ができて、有頂天になっている。,,my younger brother is ecstatic about his new girlfriend,,,,,,,,X,104,N1単語3000_1-4,Main
176,JLPT_Tango_N1_0105,「お」揃い,,matching,[sound:JLPT_Tango_N1_0105.mp3],二人でお揃いのリングを買った。,,The two bought matching rings ,,,,,,,,X,105,N1単語3000_1-4,Main
177,JLPT_Tango_N1_0105-011,ペア,,pair,[sound:JLPT_Tango_N1_0105-011.mp3],,,,,,,,,,,,105.1,N1単語3000_1-4,Additional
178,JLPT_Tango_N1_0106,冷やかす,,tease,[sound:JLPT_Tango_N1_0106.mp3],彼と一緒のところを同僚にみられ、冷やかされた。,,I was teased by my co-workers when they saw me with my boyfriend ,,,,,,,,X,106,N1単語3000_1-4,Main
179,JLPT_Tango_N1_0106-011,冷やかし,,ridicule,[sound:JLPT_Tango_N1_0106-011.mp3],,,,,,,,,,,,106.1,N1単語3000_1-4,Additional
180,JLPT_Tango_N1_0107,もの好き（な）,,having strange tastes,[sound:JLPT_Tango_N1_0107.mp3],もの好きと言われても、私は彼が大好きだ。,,"Even though other people think he has strange tastes, I like him ",,,,,,,,X,107,N1単語3000_1-4,Main
181,JLPT_Tango_N1_0108,そっぽを向く,,turn away,[sound:JLPT_Tango_N1_0108.mp3],彼女は怒って、そっぽを向いた。,,She got mad and looked away,,,,,,,,X,108,N1単語3000_1-4,Main
182,JLPT_Tango_N1_0109,束縛（する）,,constrain,[sound:JLPT_Tango_N1_0109.mp3],結婚しても、彼に束縛されたくない。,,"I don’t want to be tied down by him, even if we get married",,,,,,,,X,109,N1単語3000_1-4,Main
183,JLPT_Tango_N1_0110,嫉妬（する）,,jealously,[sound:JLPT_Tango_N1_0110.mp3],彼は私が他の人と話しているだけで嫉妬する。,,He gets jealous when he sees me even talking with someone else. ,,,,,,,,X,110,N1単語3000_1-4,Main
184,JLPT_Tango_N1_0110-011,ジェラシー,,jealousy,[sound:JLPT_Tango_N1_0110-011.mp3],,,,,,,,,,,,110.1,N1単語3000_1-4,Additional
185,JLPT_Tango_N1_0111,浮気（する）,,infidelity,[sound:JLPT_Tango_N1_0111.mp3],浮気は絶対に許さない。,,I will never forgive infidelity ,,,,,,,,X,111,N1単語3000_1-4,Main
186,JLPT_Tango_N1_0112,発覚（する）,,revealed,[sound:JLPT_Tango_N1_0112.mp3],浮気が発覚したら、すぐに彼と別れるつもりだ。,,I will break up with my boyfriend the moment I find out he is unfaithful,,,,,,,,X,112,N1単語3000_1-4,Main
187,JLPT_Tango_N1_0113,弁解（する）,,excuse,[sound:JLPT_Tango_N1_0113.mp3],彼女のどんな弁解にも耳を傾けるつもりはない。,,I have no intentions of listening to her excuses ,,,,,,,,X,113,N1単語3000_1-4,Main
188,JLPT_Tango_N1_0114,未練,,lingering affection,[sound:JLPT_Tango_N1_0114.mp3],別れた彼に少しも未練はない。,, I have no feelings left for my ex-boyfriend ,,,,,,,,X,114,N1単語3000_1-4,Main
189,JLPT_Tango_N1_0114-011,心残り,,regrettable,[sound:JLPT_Tango_N1_0114-011.mp3],,,,,,,,,,,,114.1,N1単語3000_1-4,Additional
190,JLPT_Tango_N1_0115,ぽっかり「と」,,gaping,[sound:JLPT_Tango_N1_0115.mp3],振られてから心にぽっかり穴が空いたままだ。,,I feel empty inside after being dumped ,,,,,,,,X,115,N1単語3000_1-4,Main
191,JLPT_Tango_N1_0116,前提,,promise,[sound:JLPT_Tango_N1_0116.mp3],姉たちは結婚を前提に付き合っている。,,My elder sister is dating her boyfriend with the hopes that they will get married ,,,,,,,,X,116,N1単語3000_1-4,Main
192,JLPT_Tango_N1_0117,誠意,,sincerity,[sound:JLPT_Tango_N1_0117.mp3],彼はいつも素直に誠意を示してくれる。,,He is always very truthful,,,,,,,,X,117,N1単語3000_1-4,Main
193,JLPT_Tango_N1_0117-011,誠心誠意,,sincerely,[sound:JLPT_Tango_N1_0117-011.mp3],,,,,,,,,,,,117.1,N1単語3000_1-4,Additional
194,JLPT_Tango_N1_0118,なれそめ,,start of a romance,[sound:JLPT_Tango_N1_0118.mp3],二人のなれそめはボランティア活動だった。,,The two met when doing volunteer activity ,,,,,,,,X,118,N1単語3000_1-4,Main
195,JLPT_Tango_N1_0119,縁談,,arranging marriage,[sound:JLPT_Tango_N1_0119.mp3],親戚がいい縁談を持ってきてくれた。,,My relative offered to arrange marriage for me ,,,,,,,,X,119,N1単語3000_1-4,Main
196,JLPT_Tango_N1_0120,ゴールイン（する）,,tie the knot,[sound:JLPT_Tango_N1_0120.mp3],長年愛を育み、二人はゴールインした。,,The two tied the knot after years of being together ,,,,,,,,X,120,N1単語3000_1-4,Main
197,JLPT_Tango_N1_0121,日取り,,date and time,[sound:JLPT_Tango_N1_0121.mp3],けっこんしきの日取りを大安の日に決めた。,,The two decided the date of their marriage to be on a “tai-an” good-luck date,,,,,,,,X,121,N1単語3000_1-4,Main
198,JLPT_Tango_N1_0121-011,日時,,date and time,[sound:JLPT_Tango_N1_0121-011.mp3],,,,,,,,,,,,121.1,N1単語3000_1-4,Additional
199,JLPT_Tango_N1_0121-012,大安,,lucky day,[sound:JLPT_Tango_N1_0121-012.mp3],,,,,,,,,,,,121.2,N1単語3000_1-4,Additional
200,JLPT_Tango_N1_0121-013,仏滅,,unlucky day,[sound:JLPT_Tango_N1_0121-013.mp3],,,,,,,,,,,,121.3,N1単語3000_1-4,Additional
201,JLPT_Tango_N1_0122,披露（する）,,exhibit,[sound:JLPT_Tango_N1_0122.mp3],彼女の美しい花嫁姿を披露するのが待ち遠しい。,,I can’t wait to see her in het beautiful wedding dress,,,,,,,,X,122,N1単語3000_1-4,Main
202,JLPT_Tango_N1_0122-011,披露宴,,reception,[sound:JLPT_Tango_N1_0122-011.mp3],,,,,,,,,,,,122.1,N1単語3000_1-4,Additional
203,JLPT_Tango_N1_0123,厳かな,,solemn,[sound:JLPT_Tango_N1_0123.mp3],厳かな雰囲気の中で式が行われた。,,The ceremony was conducted in a solemn atmosphere,,,,,,,,X,123,N1単語3000_1-4,Main
204,JLPT_Tango_N1_0124,一同,,all,[sound:JLPT_Tango_N1_0124.mp3],田中さん、ご結婚おめでとうございます。どうぞお幸せに。社員一同。,,"Mr./Ms. Tanaka, congratulations on your marriage. We hope you have a happy life together. From all the employees",,,,,,,,X,124,N1単語3000_1-4,Main
205,JLPT_Tango_N1_0125,潤む,,be wet,[sound:JLPT_Tango_N1_0125.mp3],しきの間、姉の目がずっと潤んでいた。,,My elder sister’s eyes were teary throughout the ceremony,,,,,,,,X,125,N1単語3000_1-4,Main
206,JLPT_Tango_N1_0126,寄り添う,,"snuggle against, be close together",[sound:JLPT_Tango_N1_0126.mp3],あの人となら、ずっと寄り添っていけそうだ。,,I believe I’ll be able to spend a lifetime together with him ,,,,,,,,X,126,N1単語3000_1-4,Main
207,JLPT_Tango_N1_0126-101,不可侵,,nonagression,[sound:JLPT_Tango_N1_0126-101.mp3],,,,,,,,,,,,126 -1,N1単語3000_1-4,Supplement
208,JLPT_Tango_N1_0126-102,不可解,,puzzling,[sound:JLPT_Tango_N1_0126-102.mp3],,,,,,,,,,,,126 -2,N1単語3000_1-4,Supplement
209,JLPT_Tango_N1_0126-103,不可分,,indivisibility,[sound:JLPT_Tango_N1_0126-103.mp3],,,,,,,,,,,,126 -3,N1単語3000_1-4,Supplement
210,JLPT_Tango_N1_0126-104,不規則,,irregular,[sound:JLPT_Tango_N1_0126-104.mp3],,,,,,,,,,,,126 -4,N1単語3000_1-4,Supplement
211,JLPT_Tango_N1_0126-105,不義理,,ingratitude,[sound:JLPT_Tango_N1_0126-105.mp3],,,,,,,,,,,,126 -5,N1単語3000_1-4,Supplement
212,JLPT_Tango_N1_0126-106,不均衡,,uneven,[sound:JLPT_Tango_N1_0126-106.mp3],,,,,,,,,,,,126 -6,N1単語3000_1-4,Supplement
213,JLPT_Tango_N1_0126-107,不謹慎,,imprudent,[sound:JLPT_Tango_N1_0126-107.mp3],,,,,,,,,,,,126 -7,N1単語3000_1-4,Supplement
214,JLPT_Tango_N1_0126-108,不経済,,uneconomical,[sound:JLPT_Tango_N1_0126-108.mp3],,,,,,,,,,,,126 -8,N1単語3000_1-4,Supplement
215,JLPT_Tango_N1_0126-109,不見識,,thoughtless,[sound:JLPT_Tango_N1_0126-109.mp3],,,,,,,,,,,,126 -9,N1単語3000_1-4,Supplement
216,JLPT_Tango_N1_0126-110,不健全,,unhealthy,[sound:JLPT_Tango_N1_0126-110.mp3],,,,,,,,,,,,126 -10,N1単語3000_1-4,Supplement
217,JLPT_Tango_N1_0126-111,不合理 ,,irrational,[sound:JLPT_Tango_N1_0126-111.mp3],,,,,,,,,,,,126 -11,N1単語3000_1-4,Supplement
218,JLPT_Tango_N1_0126-112,不条理,,illogical,[sound:JLPT_Tango_N1_0126-112.mp3],,,,,,,,,,,,126 -12,N1単語3000_1-4,Supplement
219,JLPT_Tango_N1_0126-113,不摂生,,neglecting’s one’s health,[sound:JLPT_Tango_N1_0126-113.mp3],,,,,,,,,,,,126 -13,N1単語3000_1-4,Supplement
220,JLPT_Tango_N1_0126-114,不道徳,,immoral,[sound:JLPT_Tango_N1_0126-114.mp3],,,,,,,,,,,,126 -14,N1単語3000_1-4,Supplement
221,JLPT_Tango_N1_0126-115,不文律,,unwritten law,[sound:JLPT_Tango_N1_0126-115.mp3],,,,,,,,,,,,126 -15,N1単語3000_1-4,Supplement
222,JLPT_Tango_N1_0126-116,不本意,,loathe,[sound:JLPT_Tango_N1_0126-116.mp3],,,,,,,,,,,,126 -16,N1単語3000_1-4,Supplement
223,JLPT_Tango_N1_0126-117,不名誉,,disgrace,[sound:JLPT_Tango_N1_0126-117.mp3],,,,,,,,,,,,126 -17,N1単語3000_1-4,Supplement
224,JLPT_Tango_N1_0127,対人関係,,interpersonal relationship,[sound:JLPT_Tango_N1_0127.mp3],社会に出ると、対人関係で苦労することが多い。,,One often experiences hardships in human relationships when one starts working,,,,,,,,X,127,N1単語3000_1-5,Main
225,JLPT_Tango_N1_0128-001,義理,,morality/in-law,[sound:JLPT_Tango_N1_0128-001.mp3],1. 人との付き合いでは義理を大切にしなければならない。,,① One must respect moral obligations when interacting with people ,,,,,,,,X,128,N1単語3000_1-5,Main
226,JLPT_Tango_N1_0128-002,義理,,morality/in-law,[sound:JLPT_Tango_N1_0128-002.mp3],2. 義理の父と母も、とてもいい人だ。,,② Both my father in law and mother in law are good people,,,,,,,,X,128,N1単語3000_1-5,Main
227,JLPT_Tango_N1_0128-011,義理の兄弟姉妹,,brothers and sisters in law,[sound:JLPT_Tango_N1_0128-011.mp3],,,,,,,,,,,,128.1,N1単語3000_1-5,Additional
228,JLPT_Tango_N1_0129,円滑な,,smooth,[sound:JLPT_Tango_N1_0129.mp3],円滑な人間関係に欠かせないのは、義理と思いやりだ。,,A sense of moral obligation and consideration for others is indispensable for smooth interpersonal relationships,,,,,,,,X,129,N1単語3000_1-5,Main
229,JLPT_Tango_N1_0130,踏み込む,,interfere,[sound:JLPT_Tango_N1_0130.mp3],人の生活にあまり踏み込まず、少し距離を保つ。,,Keep a distance and don’t intrude  too much into other people’s lives,,,,,,,,X,130,N1単語3000_1-5,Main
230,JLPT_Tango_N1_0130-011,立ち入る,,interfere,[sound:JLPT_Tango_N1_0130-011.mp3],,,,,,,,,,,,130.1,N1単語3000_1-5,Additional
231,JLPT_Tango_N1_0131,嫌がらせ（する）,,harassment,[sound:JLPT_Tango_N1_0131.mp3],隣の部屋の人に嫌がらせをされて困っている,,I’m being harassed by the tenant in room next door,,,,,,,,X,131,N1単語3000_1-5,Main
