Sort Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent,Digital Sort,4 Digit Sort,Vocab-Audio,Sent/Vocab-English
JLPT_Tango_N5_0093,ブラジル,ブラジル,Brazil,[sound:JLPT_Tango_N5_0093.mp3],,,,,,,,Ch 01 - 自己紹介,Sect 05 - ~から来ました。,,93,0093,JLPT_Tango_N5_0093.mp3,<b>Brazil</b>
JLPT_Tango_N5_0094,ロシア,ロシア,Russia,[sound:JLPT_Tango_N5_0094.mp3],,,,,,,,Ch 01 - 自己紹介,Sect 05 - ~から来ました。,,94,0094,JLPT_Tango_N5_0094.mp3,<b>Russia</b>
JLPT_Tango_N5_0095,イギリス,イギリス,Britain,[sound:JLPT_Tango_N5_0095.mp3],,,,,,,,Ch 01 - 自己紹介,Sect 05 - ~から来ました。,,95,0095,JLPT_Tango_N5_0095.mp3,<b>Britain</b>
JLPT_Tango_N5_0096,フランス,フランス,France,[sound:JLPT_Tango_N5_0096.mp3],,,,,,,,Ch 01 - 自己紹介,Sect 05 - ~から来ました。,,96,0096,JLPT_Tango_N5_0096.mp3,<b>France</b>
JLPT_Tango_N5_0097,ドイツ,ドイツ,Germany,[sound:JLPT_Tango_N5_0097.mp3],,,,,,,,Ch 01 - 自己紹介,Sect 05 - ~から来ました。,,97,0097,JLPT_Tango_N5_0097.mp3,<b>Germany</b>
JLPT_Tango_N5_0098,スイス,スイス,Switzerland,[sound:JLPT_Tango_N5_0098.mp3],,,,,,,,Ch 01 - 自己紹介,Sect 05 - ~から来ました。,,98,0098,JLPT_Tango_N5_0098.mp3,<b>Switzerland</b>
JLPT_Tango_N5_0099,イタリア,イタリア,Italy,[sound:JLPT_Tango_N5_0099.mp3],,,,,,,,Ch 01 - 自己紹介,Sect 05 - ~から来ました。,,99,0099,JLPT_Tango_N5_0099.mp3,<b>Italy</b>
JLPT_Tango_N5_0100,スペイン,スペイン,Spain,[sound:JLPT_Tango_N5_0100.mp3],,,,,,,,Ch 01 - 自己紹介,Sect 05 - ~から来ました。,,100,0100,JLPT_Tango_N5_0100.mp3,<b>Spain</b>
JLPT_Tango_N5_0101,エジプト,エジプト,Egypt,[sound:JLPT_Tango_N5_0101.mp3],,,,,,,,Ch 01 - 自己紹介,Sect 05 - ~から来ました。,,101,0101,JLPT_Tango_N5_0101.mp3,<b>Egypt</b>
JLPT_Tango_N5_0102,ケニア,ケニア,Kenya,[sound:JLPT_Tango_N5_0102.mp3],,,,,,,,Ch 01 - 自己紹介,Sect 05 - ~から来ました。,,102,0102,JLPT_Tango_N5_0102.mp3,<b>Kenya</b>
JLPT_Tango_N5_0103,先生,先生[せんせい],Teacher,[sound:JLPT_Tango_N5_0103.mp3],山田さんはにほんご学校の<b>先生</b>です。,山田[やまだ]さんはにほんご 学校[がっこう]の <b>先生[せんせい]</b>です。,Yamada-san is a Japanese teacher.,,,,,Ch 02 - 勉強,Sect 01 - 学校,X,103,0103,JLPT_Tango_N5_0103.mp3,<div><b>Teacher</b></div>Yamada-san is a Japanese teacher.
JLPT_Tango_N5_0104,学生,学生[がくせい],Student,[sound:JLPT_Tango_N5_0104.mp3],おとうとは<b>学生</b>です。,おとうとは <b>学生[がくせい]</b>です。,My younger brother is a student.,,,,,Ch 02 - 勉強,Sect 01 - 学校,X,104,0104,JLPT_Tango_N5_0104.mp3,<div><b>Teacher</b></div>I am a Japanese language teacher.
JLPT_Tango_N5_0105,りゅうがくせい,りゅうがくせい,Foreign Student,[sound:JLPT_Tango_N5_0105.mp3],ヒエンさんはベトナムの<b>りゅうがくせい</b>です。,ヒエンさんはベトナムの<b>りゅうがくせい</b>です。,Hien-san is a foreign student from Vietnam.,,,,,Ch 02 - 勉強,Sect 01 - 学校,X,105,0105,JLPT_Tango_N5_0105.mp3,<b>Student</b><div>My younger brother is a student.</div>
JLPT_Tango_N5_0106,学校,学校[がっこう],School,[sound:JLPT_Tango_N5_0106.mp3],学校は日本にあります。,学校[がっこう]は日本[にほん]にあります。,The school is in Japan.,,,,,Ch 02 - 勉強,Sect 01 - 学校,X,106,0106,JLPT_Tango_N5_0106.mp3,<b>べんきょう（する） - Study</b><div>I study Japanese.</div>
JLPT_Tango_N5_0107,べんきょう（する）,べんきょう（する）,Study,[sound:JLPT_Tango_N5_0107.mp3],にほんごを<b>べんきょうし</b>ます。,にほんごを<b>べんきょうし</b>ます。,I study Japanese.,,,,,Ch 02 - 勉強,Sect 01 - 学校,X,107,0107,JLPT_Tango_N5_0107.mp3,<b>Japanese School</b><div>Hien-san is a student at the Japanese language school.</div>
JLPT_Tango_N5_0108,にほんご学校,にほんご 学校[がっこう],Japanese School,[sound:JLPT_Tango_N5_0108.mp3],ヒエンさんは<b>にほんご学校</b>の学生です。,ヒエンさんは<b>にほんご 学校[がっこう]</b>の 学生[がくせい]です。,Hien-san is a student at the Japanese language school.,,,,,Ch 02 - 勉強,Sect 01 - 学校,X,108,0108,JLPT_Tango_N5_0108.mp3,<b>Elementary School</b><div>Ali-san is an elementary school teacher.</div>
JLPT_Tango_N5_0109,小学校,小学校[しょうがっこう],Elementary School,[sound:JLPT_Tango_N5_0109.mp3],アリさんは<b>小学校</b>の先生です。,アリさんは <b>小学校[しょうがっこう]</b>の 先生[せんせい]です。,Ali-san is an elementary school teacher.,,,,,Ch 02 - 勉強,Sect 01 - 学校,X,109,0109,JLPT_Tango_N5_0109.mp3,<b>Junior High School</b><div>Tom is a junior high school teacher.</div>
JLPT_Tango_N5_0110,中学校,中学校[ちゅうがっこう],Junior High School,[sound:JLPT_Tango_N5_0110.mp3],トムさんは<b>中学校</b>の先生です。,トムさんは <b>中学校[ちゅうがっこう]</b>の 先生[せんせい]です。,Tom is a junior high school teacher.,,,,,Ch 02 - 勉強,Sect 01 - 学校,X,110,0110,JLPT_Tango_N5_0110.mp3,<b>High School</b><div>I study at an American high school.</div>
JLPT_Tango_N5_0111,高校,高校[こうこう],High School,[sound:JLPT_Tango_N5_0111.mp3],アメリカの<b>高校</b>でべんきょうします。,アメリカの <b>高校[こうこう]</b>でべんきょうします。,I study at an American high school.,,,,,Ch 02 - 勉強,Sect 01 - 学校,X,111,0111,JLPT_Tango_N5_0111.mp3,<b>College / University</b><div>Smith-san is a teacher at a university.</div>
JLPT_Tango_N5_0112,大学,大学[だいがく],College / University,[sound:JLPT_Tango_N5_0112.mp3],スミスさんは<b>大学</b>の先生です。,スミスさんは <b>大学[だいがく]</b>の 先生[せんせい]です。,Smith-san is a teacher at a university.,,,,,Ch 02 - 勉強,Sect 01 - 学校,X,112,0112,JLPT_Tango_N5_0112.mp3,<div><b>Classroom</b></div>The teacher is in the classroom.
JLPT_Tango_N5_0113,きょうしつ,きょうしつ,Classroom,[sound:JLPT_Tango_N5_0113.mp3],先生は<b>きょうしつ</b>にいます。,先生[せんせい]は<b>きょうしつ</b>にいます。,The teacher is in the classroom.,,,,,Ch 02 - 勉強,Sect 01 - 学校,X,113,0113,JLPT_Tango_N5_0113.mp3,<b>Foreign Student</b><div>Hien-san is a foreign student from Vietnam.</div>
JLPT_Tango_N5_0114,クラス,クラス,Class,[sound:JLPT_Tango_N5_0114.mp3],<b>クラス</b>にりゅうがくせいがいます。,<b>クラス</b>にりゅうがくせいがいます。,There are foreign students in the class.,,,,,Ch 02 - 勉強,Sect 01 - 学校,X,114,0114,JLPT_Tango_N5_0114.mp3,<b>Class</b><div>There are foreign students in the class.</div>
JLPT_Tango_N5_0115,行く,行[い]く,to go,[sound:JLPT_Tango_N5_0115.mp3],学校へ<b>行き</b>ます。,学校[がっこう]へ <b>行[い]き</b>ます。,I will go to school.,,,,,Ch 02 - 勉強,Sect 01 - 学校,X,115,0115,JLPT_Tango_N5_0115.mp3,<b>行く - to go</b><div>I will go to school.</div>
JLPT_Tango_N5_0116,来る,来[く]る,to come,[sound:JLPT_Tango_N5_0116.mp3],先生が内へ<b>来</b>ます。,先生[せんせい]が 内[うち]へ <b>来[き]</b>ます。,The teacher is coming inside.,,,,,Ch 02 - 勉強,Sect 01 - 学校,X,116,0116,JLPT_Tango_N5_0116.mp3,<b>来る - to come</b><div>The teacher is coming inside.</div>
JLPT_Tango_N5_0117,帰る,帰[かえ]る,"Leave, Go Home",[sound:JLPT_Tango_N5_0117.mp3],うちへ<b>帰り</b>ます。,うちへ <b>帰[かえ]り</b>ます。,I will go home.,,,,,Ch 02 - 勉強,Sect 01 - 学校,X,117,0117,JLPT_Tango_N5_0117.mp3,"<b>帰る - Leave, Go Home</b><div>I will go home.</div>"
JLPT_Tango_N5_0118,ゼロ,ゼロ,Zero,[sound:JLPT_Tango_N5_0118.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,118,0118,JLPT_Tango_N5_0118.mp3,<b>Zero</b>
JLPT_Tango_N5_0119,いち,いち,One,[sound:JLPT_Tango_N5_0119.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,119,0119,JLPT_Tango_N5_0119.mp3,<b>One</b>
JLPT_Tango_N5_0120,に,に,Two,[sound:JLPT_Tango_N5_0120.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,120,0120,JLPT_Tango_N5_0120.mp3,<b>Two</b>
JLPT_Tango_N5_0121,さん,さん,Three,[sound:JLPT_Tango_N5_0121.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,121,0121,JLPT_Tango_N5_0121.mp3,<b>Three</b>
JLPT_Tango_N5_0122,し / よん,し / よん,Four,[sound:JLPT_Tango_N5_0122.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,122,0122,JLPT_Tango_N5_0122.mp3,<b>Four</b>
JLPT_Tango_N5_0123,ご,ご,Five,[sound:JLPT_Tango_N5_0123.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,123,0123,JLPT_Tango_N5_0123.mp3,<b>Five</b>
JLPT_Tango_N5_0124,ろく,ろく,Six,[sound:JLPT_Tango_N5_0124.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,124,0124,JLPT_Tango_N5_0124.mp3,<b>Six</b>
JLPT_Tango_N5_0125,しち / なな,しち / なな,Seven,[sound:JLPT_Tango_N5_0125.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,125,0125,JLPT_Tango_N5_0125.mp3,<b>Seven</b>
JLPT_Tango_N5_0126,はち,はち,Eight,[sound:JLPT_Tango_N5_0126.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,126,0126,JLPT_Tango_N5_0126.mp3,<b>Eight</b>
JLPT_Tango_N5_0127,く / きゅう,く / きゅう,Nine,[sound:JLPT_Tango_N5_0127.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,127,0127,JLPT_Tango_N5_0127.mp3,<b>Nine</b>
JLPT_Tango_N5_0128,じゅう,じゅう,Ten,[sound:JLPT_Tango_N5_0128.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,128,0128,JLPT_Tango_N5_0128.mp3,<b>Ten</b>
JLPT_Tango_N5_0129,じゅういち,じゅういち,Eleven,[sound:JLPT_Tango_N5_0129.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,129,0129,JLPT_Tango_N5_0129.mp3,<b>Eleven</b>
JLPT_Tango_N5_0130,じゅうに,じゅうに,Twelve,[sound:JLPT_Tango_N5_0130.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,130,0130,JLPT_Tango_N5_0130.mp3,<b>Twelve</b>
JLPT_Tango_N5_0131-01,１月,１月[いちがつ],January,[sound:JLPT_Tango_N5_0131-01.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,131.01,0131-01,JLPT_Tango_N5_0131-01.mp3,<b>January</b>
JLPT_Tango_N5_0131-02,２月,２月[にがつ],February,[sound:JLPT_Tango_N5_0131-02.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,131.02,0131-02,JLPT_Tango_N5_0131-02.mp3,<b>February</b>
JLPT_Tango_N5_0131-03,３月,３月[さんがつ],March,[sound:JLPT_Tango_N5_0131-03.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,131.03,0131-03,JLPT_Tango_N5_0131-03.mp3,<b>March</b>
JLPT_Tango_N5_0131-04,４月,４月[しがつ],April,[sound:JLPT_Tango_N5_0131-04.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,131.04,0131-04,JLPT_Tango_N5_0131-04.mp3,<b>April</b>
JLPT_Tango_N5_0131-05,５月,５月[ごがつ],May,[sound:JLPT_Tango_N5_0131-05.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,131.05,0131-05,JLPT_Tango_N5_0131-05.mp3,<b>May</b>
JLPT_Tango_N5_0131-06,６月,６月[ろくがつ],June,[sound:JLPT_Tango_N5_0131-06.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,131.06,0131-06,JLPT_Tango_N5_0131-06.mp3,<b>June</b>
JLPT_Tango_N5_0131-07,７月,７月[しちがつ],July,[sound:JLPT_Tango_N5_0131-07.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,131.07,0131-07,JLPT_Tango_N5_0131-07.mp3,<b>July</b>
JLPT_Tango_N5_0131-08,８月,８月[はちがつ],August,[sound:JLPT_Tango_N5_0131-08.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,131.08,0131-08,JLPT_Tango_N5_0131-08.mp3,<b>August</b>
JLPT_Tango_N5_0131-09,９月,９月[くがつ],September,[sound:JLPT_Tango_N5_0131-09.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,131.09,0131-09,JLPT_Tango_N5_0131-09.mp3,<b>September</b>
JLPT_Tango_N5_0131-10,１０月,１０月[じゅうがつ],October,[sound:JLPT_Tango_N5_0131-10.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,131.1,0131-10,JLPT_Tango_N5_0131-10.mp3,<b>October</b>
JLPT_Tango_N5_0131-11,１１月,１１月[じゅういちがつ],November,[sound:JLPT_Tango_N5_0131-11.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,131.11,0131-11,JLPT_Tango_N5_0131-11.mp3,<b>November</b>
JLPT_Tango_N5_0131-12,１２月,１２月[じゅうにがつ],December,[sound:JLPT_Tango_N5_0131-12.mp3],,,,,,,,Ch 02 - 勉強,Sect 02 - 数,,131.12,0131-12,JLPT_Tango_N5_0131-12.mp3,<b>December</b>
JLPT_Tango_N5_0132,何月,何[なん] 月[がつ],What Month,[sound:JLPT_Tango_N5_0132.mp3],A 「<b>何月</b>ですか。」 -- B 「５月です。」,A「 <b>何[なん] 月[がつ]</b>ですか。」 -- B「 ５月[ごがつ]です。」,A. What month is it? -- B. It's May.,,,,,Ch 02 - 勉強,Sect 02 - 数,X,132,0132,JLPT_Tango_N5_0132.mp3,<b>What Month</b><div>A. What month is it?</div><div>B. It's May.</div>
JLPT_Tango_N5_0133,よう日,よう 日[び],Day of the Week,[sound:JLPT_Tango_N5_0133.mp3],,,,,,,,Ch 02 - 勉強,Sect 03 - 曜日,,133,0133,JLPT_Tango_N5_0133.mp3,<b>Day of the Week</b>
JLPT_Tango_N5_0134,日よう日,日[にち]よう 日[び],Sunday,[sound:JLPT_Tango_N5_0134.mp3],,,,,,,,Ch 02 - 勉強,Sect 03 - 曜日,,134,0134,JLPT_Tango_N5_0134.mp3,<b>Sunday</b>
JLPT_Tango_N5_0135,月よう日,月[げつ]よう 日[び],Monday,[sound:JLPT_Tango_N5_0135.mp3],,,,,,,,Ch 02 - 勉強,Sect 03 - 曜日,,135,0135,JLPT_Tango_N5_0135.mp3,<b>Monday</b>
JLPT_Tango_N5_0136,火よう日,火[か]よう 日[び],Tuesday,[sound:JLPT_Tango_N5_0136.mp3],,,,,,,,Ch 02 - 勉強,Sect 03 - 曜日,,136,0136,JLPT_Tango_N5_0136.mp3,<b>Tuesday</b>
JLPT_Tango_N5_0137,水よう日,水[すい]よう 日[び],Wednesday,[sound:JLPT_Tango_N5_0137.mp3],,,,,,,,Ch 02 - 勉強,Sect 03 - 曜日,,137,0137,JLPT_Tango_N5_0137.mp3,<b>Wednesday</b>
JLPT_Tango_N5_0138,木よう日,木[もく]よう 日[び],Thursday,[sound:JLPT_Tango_N5_0138.mp3],,,,,,,,Ch 02 - 勉強,Sect 03 - 曜日,,138,0138,JLPT_Tango_N5_0138.mp3,<b>Thursday</b>
JLPT_Tango_N5_0139,金よう日,金[きん]よう日[び],Friday,[sound:JLPT_Tango_N5_0139.mp3],,,,,,,,Ch 02 - 勉強,Sect 03 - 曜日,,139,0139,JLPT_Tango_N5_0139.mp3,<b>Friday</b>
JLPT_Tango_N5_0140,土よう日,土[ど]よう 日[び],Saturday,[sound:JLPT_Tango_N5_0140.mp3],,,,,,,,Ch 02 - 勉強,Sect 03 - 曜日,,140,0140,JLPT_Tango_N5_0140.mp3,<b>Saturday</b>
JLPT_Tango_N5_0141,何よう日,何[なん]よう 日[び],What Day?,[sound:JLPT_Tango_N5_0141.mp3],A 「あしたは<b>何よう日</b>ですか。」B 「火よう日です。」,A「あしたは <b>何[なん]よう 日[び]</b>ですか。」 -- B「 火[か]よう 日[び]です。」,A. What day is it tomorrow? -- B. It's Tuesday.,,,,,Ch 02 - 勉強,Sect 03 - 曜日,X,141,0141,JLPT_Tango_N5_0141.mp3,<b>What Day?</b><div>A. What day is it tomorrow?</div><div>B. It's Tuesday.</div>
JLPT_Tango_N5_0142,きょう,きょう,Today,[sound:JLPT_Tango_N5_0142.mp3],<b>きょう</b>は月よう日です。,<b>きょう</b>は 月[げつ]よう 日[び]です。,Today is Monday.,,,,,Ch 02 - 勉強,Sect 03 - 曜日,X,142,0142,JLPT_Tango_N5_0142.mp3,<b>Today</b><div>Today is Monday.</div>
JLPT_Tango_N5_0143,あした,あした,Tomorrow,[sound:JLPT_Tango_N5_0143.mp3],<b>あした</b>、学校へ行きます。,<b>あした</b>、 学校[がっこう]へ 行[い]きます。,"Tomorrow, I will go to school.",,,,,Ch 02 - 勉強,Sect 03 - 曜日,X,143,0143,JLPT_Tango_N5_0143.mp3,"<b>Tomorrow</b><div>Tomorrow, I will go to school.</div>"
JLPT_Tango_N5_0144,きのう,きのう,Yesterday,[sound:JLPT_Tango_N5_0144.mp3],<b>きのう</b>、大学へ行きました。,<b>きのう</b>、 大学[だいがく]へ 行[い]きました。,"Yesterday, I went to the university.",,,,,Ch 02 - 勉強,Sect 03 - 曜日,X,144,0144,JLPT_Tango_N5_0144.mp3,"<b>Yesterday</b><div>Yesterday, I went to the university.</div>"
JLPT_Tango_N5_0145,まいにち,まいにち,Every Day,[sound:JLPT_Tango_N5_0145.mp3],<b>まいにち</b>、にほんごをべんきょうします。,<b>まいにち</b>、にほんごをべんきょうします。,I study Japanese every day.,,,,,Ch 02 - 勉強,Sect 03 - 曜日,X,145,0145,JLPT_Tango_N5_0145.mp3,<b>Every Day</b><div>I study Japanese every day.</div>
JLPT_Tango_N5_0146,～しゅうかん,～しゅうかん,week(s),[sound:JLPT_Tango_N5_0146.mp3],アメリカへ２<b>しゅうかん</b>行きました。,アメリカへ２<b>しゅうかん</b> 行[い]きました。,I went to America for two weeks.,,,,,Ch 02 - 勉強,Sect 03 - 曜日,X,146,0146,JLPT_Tango_N5_0146.mp3,<b>～しゅうかん - week(s)</b><div>I went to America for two weeks.</div>
JLPT_Tango_N5_0147,か月,～か 月[げつ],month(s),[sound:JLPT_Tango_N5_0147.mp3],にほんごを１<b>か月</b>べんきょうしました。,にほんごを１<b>か 月[げつ]</b>べんきょうしました。,I studied Japanese for a month.,,,,,Ch 02 - 勉強,Sect 03 - 曜日,X,147,0147,JLPT_Tango_N5_0147.mp3,<b>～か月 - month(s)</b><div>I studied Japanese for a month.</div>
JLPT_Tango_N5_0148,～年,～年[ねん],year(s),[sound:JLPT_Tango_N5_0148.mp3],かんこくに５<b>年</b>いました。,かんこくに５ <b>年[ねん]</b>いました。,I was in South Korea for five years.,,,,,Ch 02 - 勉強,Sect 03 - 曜日,X,148,0148,JLPT_Tango_N5_0148.mp3,<b>～年 - year(s)</b><div>I was in South Korea for five years.</div>
JLPT_Tango_N5_0149,～かい,～かい,Times,[sound:JLPT_Tango_N5_0149.mp3],１しゅうかんに３<b>かい</b>コンビニへ行きます。,１しゅうかんに３<b>かい</b>コンビニへ 行[い]きます。,I go to the convenience store three times a week.,,,,,Ch 02 - 勉強,Sect 03 - 曜日,X,149,0149,JLPT_Tango_N5_0149.mp3,<b>～かい - Times</b><div>I go to the convenience store three times a week.</div>
JLPT_Tango_N5_0150,何かい,何[なん]かい,Number of Times,[sound:JLPT_Tango_N5_0150.mp3],A 「１しゅうかんに<b>何かい</b>行きますか。」 -- B 「２かい行きます。」,A「１しゅうかんに <b>何[なん]かい</b> 行[い]きますか。」 -- B「２かい 行[い]きます。」,A. How many times do you go? -- B. I go twice a week.,,,,,Ch 02 - 勉強,Sect 03 - 曜日,X,150,0150,JLPT_Tango_N5_0150.mp3,<b>Number of Times</b><div>A. How many times do you go?</div><div>B. I go twice a week.</div>
JLPT_Tango_N5_0151,アルバイト(する),アルバイト(する),Part-time Job,[sound:JLPT_Tango_N5_0151.mp3],土よう日に<b>アルバイト</b>をします。,土[ど]よう 日[び]に<b>アルバイト</b>をします。,I will go to my part-time job on Saturdays.,,,,,Ch 02 - 勉強,Sect 03 - 曜日,X,151,0151,JLPT_Tango_N5_0151.mp3,<b>アルバイト(する) - Part-time Job</b><div>I will go to my part-time job on Saturdays.</div>
JLPT_Tango_N5_0152,する,する,Do,[sound:JLPT_Tango_N5_0152.mp3],日よう日はアルバイトを<b>し</b>ません。,日[にち]よう 日[び]はアルバイトを<b>し</b>ません。,I don't go to my part-time job on Sundays.,,,,,Ch 02 - 勉強,Sect 03 - 曜日,X,152,0152,JLPT_Tango_N5_0152.mp3,<b>する - Do</b><div>I don't go to my part-time job on Sundays.</div>
JLPT_Tango_N5_0153,ことば,ことば,Word / Language,[sound:JLPT_Tango_N5_0153.mp3],日本の<b>ことば</b>がわかりません。,日本[にほん]の<b>ことば</b>がわかりません。,I don't understand the Japanese language.,,,,,Ch 02 - 勉強,Sect 04 - 言葉,X,153,0153,JLPT_Tango_N5_0153.mp3,<b>Word / Language</b><div>I don't understand the Japanese language.</div>
JLPT_Tango_N5_0154,字,字[じ],Character (From Alphabet),[sound:JLPT_Tango_N5_0154.mp3],高校で日本の<b>字</b>をべんきょうしました。,高校[こうこう]で 日本[にほん]の <b>字[じ]</b>をべんきょうしました。,I studied Japanese letters in high school.,,,,,Ch 02 - 勉強,Sect 04 - 言葉,X,154,0154,JLPT_Tango_N5_0154.mp3,<b>Character (From Alphabet)</b><div>I studied Japanese letters in high school.</div>
JLPT_Tango_N5_0155,にほんご,にほんご,Japanese,[sound:JLPT_Tango_N5_0155.mp3],エジプトで<b>にほんご</b>をべんきょうしました。,エジプトで<b>にほんご</b>をべんきょうしました。,I studied Japanese in Egypt.,,,,,Ch 02 - 勉強,Sect 04 - 言葉,X,155,0155,JLPT_Tango_N5_0155.mp3,<b>Japanese</b><div>I studied Japanese in Egypt.</div>
JLPT_Tango_N5_0156,～ご,～ご,Language,[sound:JLPT_Tango_N5_0156.mp3],えい<b>ご</b>で話してください。,えい<b>ご</b>で 話[はな]してください。,Please speak in English.,,,,,Ch 02 - 勉強,Sect 04 - 言葉,X,156,0156,JLPT_Tango_N5_0156.mp3,<b>～ご - Language</b><div>Please speak in English.</div>
JLPT_Tango_N5_0157,話す,話[はな]す,"Talk, Speak",[sound:JLPT_Tango_N5_0157.mp3],先生とにほんごで<b>話し</b>ます。,先生[せんせい]とにほんごで <b>話[はな]し</b>ます。,I speak Japanese with the teacher.,,,,,Ch 02 - 勉強,Sect 04 - 言葉,X,157,0157,JLPT_Tango_N5_0157.mp3,"<b>話す - Talk, Speak</b><div>I speak Japanese with the teacher.</div>"
JLPT_Tango_N5_0158,ゆっくり,ゆっくり,Slowly,[sound:JLPT_Tango_N5_0158.mp3],先生は<b>ゆっくり</b>話します。,先生[せんせい]は<b>ゆっくり</b> 話[はな]します。,The teacher speaks slowly.,,,,,Ch 02 - 勉強,Sect 04 - 言葉,X,158,0158,JLPT_Tango_N5_0158.mp3,<b>Slowly</b><div>The teacher speaks slowly.</div>
JLPT_Tango_N5_0159,言う,言[い]う,Say,[sound:JLPT_Tango_N5_0159.mp3],ゆっくり<b>言って</b>ください。,ゆっくり <b>言[い]って</b>ください。,Please repeat what you said slowly.,,,,,Ch 02 - 勉強,Sect 04 - 言葉,X,159,0159,JLPT_Tango_N5_0159.mp3,<div><b>言う - Say</b></div>Please repeat what you said slowly.
JLPT_Tango_N5_0160,もういちど,もういちど,Once More,[sound:JLPT_Tango_N5_0160.mp3],<b>もういちど</b>言います。,<b>もういちど</b> 言[い]います。,I will say it one more time.,,,,,Ch 02 - 勉強,Sect 04 - 言葉,X,160,0160,JLPT_Tango_N5_0160.mp3,<b>Once More</b><div>I will say it one more time.</div>
JLPT_Tango_N5_0161,おねがいします,おねがいします,Please,[sound:JLPT_Tango_N5_0161.mp3],もういちど<b>おねがいします</b>。,もういちど<b>おねがいします</b>。,Please repeat it one more time.,,,,,Ch 02 - 勉強,Sect 04 - 言葉,X,161,0161,JLPT_Tango_N5_0161.mp3,<b>Please</b><div>Please repeat it one more time.</div>
JLPT_Tango_N5_0162,わかる,わかります,"Understand, Know",[sound:JLPT_Tango_N5_0162.mp3],ひらがなが<b>わかり</b>ます。,ひらがなが<b>わかります</b>。,I know hiragana.,,,,,Ch 02 - 勉強,Sect 04 - 言葉,X,162,0162,JLPT_Tango_N5_0162.mp3,"<b>わかる - Understand, Know</b><div>I know hiragana.</div>"
