Sort Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Alternate,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent
JLPT_Tango_N3_0068-005,恋愛結婚,恋愛[れんあい] 結婚[けっこん],marriage of love,[sound:JLPT_Tango_N3_0068-005.mp3],,,,,,,,related or similar to 恋愛＜する＞,Ch 01 - 人と人との関係,Sect 03 - 恋人,
JLPT_Tango_N3_0069,存在＜する＞,存在[そんざい]＜する＞,"existence, presence",[sound:JLPT_Tango_N3_0069.mp3],恋人は、ぼくにとって大切な存在だ。,恋人[こいびと]は、ぼくにとって 大切[たいせつ]な 存在[そんざい]だ。,"To me, a lover is a very important thing.",,,,,,Ch 01 - 人と人との関係,Sect 03 - 恋人,X
JLPT_Tango_N3_0070,相手,相手[あいて],"opponent, partner, other person",[sound:JLPT_Tango_N3_0070.mp3],自分のことだけでなく、相手のことも考えよう。,自分[じぶん]のことだけでなく、 相手[あいて]のことも 考[かんが]えよう。,"Think not only for yourself, but also for others.",,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0071,助ける,助[たす]ける,"to save, to help",[sound:JLPT_Tango_N3_0071.mp3],駅で困っている人を助けた。,駅[えき]で 困[こま]っている 人[ひと]を 助[たす]けた。,I helped a person who was having trouble at the station.,,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0072,助かる,助[たす]かる,"to be saved, to be helped",[sound:JLPT_Tango_N3_0072.mp3],友だちがレポートをチェックしてくれたので、助かった。,友[とも]だちがレポートをチェックしてくれたので、 助[たす]かった。,My friend helped me by checking my report for me.,,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0073,支える,支[ささ]える,to support,[sound:JLPT_Tango_N3_0073.mp3],国の両親が、いつも私を支えてくれる。,国[くに]の 両親[りょうしん]が、いつも 私[わたし]を 支[ささ]えてくれる。,My parents back in my home country always support me.,,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0074,誘う,誘[さそ]う,to invite,[sound:JLPT_Tango_N3_0074.mp3],見たい映画があるので、友だちを誘った。,見[み]たい 映画[えいが]があるので、 友[とも]だちを 誘[さそ]った。,"There is a movie I want to see, so I invited a friend.",,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0074-005,誘い,誘[さそ]い,invitation,[sound:JLPT_Tango_N3_0074-005.mp3],,,,,,,,related or similar to 誘う,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,
JLPT_Tango_N3_0075,待ち合わせる,待ち合[まちあ]わせる,to meet up with,[sound:JLPT_Tango_N3_0075.mp3],駅前のカフェで、友だちと待ち合わせた。,駅前[えきまえ]のカフェで、 友[とも]だちと 待ち合[まちあ]わせた。,I met up with my friend at a café in front of the station.,,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0075-005,待ち合わせ,待ち合[まちあ]わせ,"meeting, appointment",[sound:JLPT_Tango_N3_0075-005.mp3],,,,,,,,related or similar to 待ち合わせる,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,
JLPT_Tango_N3_0076,交換＜する＞,交換[こうかん]＜する＞,exchange,[sound:JLPT_Tango_N3_0076.mp3],仕事の相手と、メールアドレスを交換した。,仕事[しごと]の 相手[あいて]と、メールアドレスを 交換[こうかん]した。,I exchanged e-mail addresses with a person I work with.,,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0077,交流＜する＞,交流[こうりゅう]＜する＞,"exchange, networking",[sound:JLPT_Tango_N3_0077.mp3],いろいろな国の人たちと交流したい。,いろいろな 国[くに]の 人[ひと]たちと 交流[こうりゅう]したい。,I want to network with people from many different countries.,,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0078,断る,断[ことわ]る,"to refuse, to reject",[sound:JLPT_Tango_N3_0078.mp3],兄の友だちにデートに誘われたが、断った。,兄[あに]の 友[とも]だちにデートに 誘[さそ]われたが、 断[ことわ]った。,"My older brother's friend asked me out on a date, but I refused.",,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0079,預ける,預[あづ]ける,"to deposit, to entrust to ~",[sound:JLPT_Tango_N3_0079.mp3],旅行の間、友だちにペットを預けた。,旅行[りょこう]の 間[ま]、 友[とも]だちにペットを 預[あづ]けた。,"While I was away on my trip, I entrusted my pet to my friend.",,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0080,預かる,預[あず]かる,"to be deposited, to be entrusted to ~",[sound:JLPT_Tango_N3_0080.mp3],友だちの旅行の間、彼女のペットを預かった。,友[とも]だちの 旅行[りょこう]の 間[ま]、 彼女[かのじょ]のペットを 預[あず]かった。,"While my friend was away on a trip, I was entrusted with her pet.",,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0081,かわいがる,かわいがる,"to show affection, to favor",[sound:JLPT_Tango_N3_0081.mp3],彼女は、みんなからかわいがられている。,彼女[かのじょ]は、みんなからかわいがられている。,She is favored by everyone.,,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0082,甘やかす,甘[あま]やかす,"to spoil, to pamper",[sound:JLPT_Tango_N3_0082.mp3],両親は弟を甘やかしている。,両親[りょうしん]は 弟[おとうと]を 甘[あま]やかしている。,My parents spoil my younger brother.,,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0083,ついて来る,ついて 来[く]る,to come with; to come along,[sound:JLPT_Tango_N3_0083.mp3],散歩にいつも妹がついて来る。,散歩[さんぽ]にいつも 妹[いもうと]がついて 来[く]る。,My younger sister always comes with me on walks.,,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0083-005,ついて行く,ついて 行[い]く,"to take someone along, to take someone away ",[sound:JLPT_Tango_N3_0083-005.mp3],,,,,,,,opposite meaning of ついて来る,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,
JLPT_Tango_N3_0084,抱く,抱[いだ]く,"to hug, to embrace, to hold",[sound:JLPT_Tango_N3_0084.mp3],かわいい赤ちゃんを抱いた。,かわいい 赤[あか]ちゃんを 抱[だ]いた。,I held a cute baby.,,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0085,話しかける,話[はな]しかける,"to talk to, to initiate a conversation",[sound:JLPT_Tango_N3_0085.mp3],兄は、赤ちゃんに話しかけた。,兄[あに]は、 赤[あか]ちゃんに 話[はな]しかけた。,My older brother started talking to the baby.,話し掛ける,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0086,無視＜する＞,無視[むし]＜する＞,ignoring,[sound:JLPT_Tango_N3_0086.mp3],知り合いに話しかけたのに、無視された。,知り合[しりあ]いに 話[はな]しかけたのに、 無視[むし]された。,"I tried to talk to an acquaintance of mine, but I was ignored.",,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0087,振り向く,振り向[ふりむ]く,to turn around,[sound:JLPT_Tango_N3_0087.mp3],後ろから名前を呼ばれて、振り向いた。,後[うし]ろから 名前[なまえ]を 呼[よ]ばれて、 振り向[ふりむ]いた。,My name was called from behind me and I turned around.,,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0088,いただく,いただく,to receive,[sound:JLPT_Tango_N3_0088.mp3],部長に日本のお酒をいただいた。,部長[ぶちょう]に 日本[にほん]のお 酒[さけ]をいただいた。,I received some Japanese sake from the department chief.,,,,,～ていただく is used when one's superior does something for the receiver.,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0089,くださる,くださる,to give,[sound:JLPT_Tango_N3_0089.mp3],社長の奥様が、お菓子をくださった。,社長[しゃちょう]の 奥様[おくさま]が、お 菓子[かし]をくださった。,The president's wife gave me some sweets.,,,,,～てくださる is used when one's superior did something for the receiver.,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0090,差し上げる,差し上[さしあ]げる,to give,[sound:JLPT_Tango_N3_0090.mp3],先生に国のお土産を差し上げた。,先生[せんせい]に 国[くに]のお 土産[みやげ]を 差し上[さしあ]げた。,I gave the teacher a souvenir from my country.,,,,,～て差し上げる is used when doing something for one's superior.,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0091,やる,やる,to give,[sound:JLPT_Tango_N3_0091.mp3],買ったばかりのバッグを妹にやった。,買[か]ったばかりのバッグを 妹[いもうと]にやった。,I gave my little sister the bag I just bought.,,,,,"～てやる is used when doing something for someone to whom the giver is superior or for plants or animals. However, ～てあげる is nowadays often used as well.",Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0092,与える,与[あた]える,"to give, to grant, to bestow",[sound:JLPT_Tango_N3_0092.mp3],彼女は、私たちに元気を与えてくれる人だ。,彼女[かのじょ]は、 私[わたし]たちに 元気[げんき]を 与[あた]えてくれる 人[ひと]だ。,She is a person who cheers us up.,,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0093,味方＜する＞,味方[みかた]＜する＞,"ally, supporter, friend",[sound:JLPT_Tango_N3_0093.mp3],私はいつも、あなたの味方です。,私[わたし]はいつも、あなたの 味方[みかた]です。,I will always be on your side.,,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0094,悪口,悪口[わるぐち],"bad mouthing, foul language",[sound:JLPT_Tango_N3_0094.mp3],人の悪口を言うのは、やめよう。,人[ひと]の 悪口[わるぐち]を 言[い]うのは、やめよう。,Let's stop bad mouthing people.,,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0095,我々,我々[われわれ],"we, us",[sound:JLPT_Tango_N3_0095.mp3],これが我々の意見です。,これが 我々[われわれ]の 意見[いけん]です。,This is our opinion.,,,,,"我々 is a very formal expression, often used when giving speeches",Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0095-005,私たち,私たち,"we, us",[sound:JLPT_Tango_N3_0095-005.mp3],,,,私,,,,related or similar to 我々,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,
JLPT_Tango_N3_0096,まね＜する＞,まね＜する＞,"imitation, copy, mimic",[sound:JLPT_Tango_N3_0096.mp3],人のまねではなく、自分の考えを持とう。,人[ひと]のまねではなく、 自分[じぶん]の 考[かんが]えを 持[も]とう。,Don't copy other people; try to have your own ideas.,,,,,,Ch 01 - 人と人との関係,Sect 04 - コミュニケーション,X
JLPT_Tango_N3_0097,名字,名字[みょうじ],"surname, family name",[sound:JLPT_Tango_N3_0097.mp3],彼の名字は、とても珍しい。,彼[かれ]の 名字[みょうじ]は、とても 珍[めずら]しい。,His surname is very uncommon.,,,,,,Ch 01 - 人と人との関係,Sect 05 - どんな人？,X
JLPT_Tango_N3_0098,性別,性別[せいべつ],gender,[sound:JLPT_Tango_N3_0098.mp3],名前を書いて、性別に〇をしてください。,名前[なまえ]を 書[か]いて、 性別[せいべつ]に〇をしてください。,Please write your name and circle the appropriate gender.,,,,,,Ch 01 - 人と人との関係,Sect 05 - どんな人？,X
JLPT_Tango_N3_0098-005,女性,女性[じょせい],female,[sound:JLPT_Tango_N3_0098-005.mp3],,,,,,,,related or similar to 性別,Ch 01 - 人と人との関係,Sect 05 - どんな人？,
JLPT_Tango_N3_0098-006,男性,男性[だんせい],male,[sound:JLPT_Tango_N3_0098-006.mp3],,,,,,,,related or similar to 性別,Ch 01 - 人と人との関係,Sect 05 - どんな人？,
JLPT_Tango_N3_0099,年齢,年齢[ねんれい],age,[sound:JLPT_Tango_N3_0099.mp3],女性に年齢を聞いてはいけない。,女性[じょせい]に 年齢[ねんれい]を 聞[き]いてはいけない。,You mustn't ask a woman her age.,,,,,,Ch 01 - 人と人との関係,Sect 05 - どんな人？,X
JLPT_Tango_N3_0100,高齢,高齢[こうれい],"old age, advanced age",[sound:JLPT_Tango_N3_0100.mp3],日本には、高齢で元気な人が多い。,日本[にほん]には、 高齢[こうれい]で 元気[げんき]な 人[ひと]が 多[おお]い。,"In Japan, there are many people who are elderly and healthy.",,,,,,Ch 01 - 人と人との関係,Sect 05 - どんな人？,X
JLPT_Tango_N3_0100-005,【お】年寄り,【お】 年寄[としよ]り,elderly person,[sound:JLPT_Tango_N3_0100-005.mp3],,,,,,,,related or similar to 高齢,Ch 01 - 人と人との関係,Sect 05 - どんな人？,
JLPT_Tango_N3_0100-006,高齢化,高齢[こうれい] 化[か],population aging,[sound:JLPT_Tango_N3_0100-006.mp3],,,,,,,,related or similar to 高齢,Ch 01 - 人と人との関係,Sect 05 - どんな人？,
JLPT_Tango_N3_0100-007,高齢者,高齢[こうれい] 者[しゃ],elderly,[sound:JLPT_Tango_N3_0100-007.mp3],,,,,,,,related or similar to 高齢,Ch 01 - 人と人との関係,Sect 05 - どんな人？,
JLPT_Tango_N3_0101,老人,老人[ろうじん],"the aged, elderly people",[sound:JLPT_Tango_N3_0101.mp3],ボウリングは、老人も好きなスポーツだ。,ボウリングは、 老人[ろうじん]も 好[す]きなスポーツだ。,Bowling is a sport that elderly people also like.,,,,,,Ch 01 - 人と人との関係,Sect 05 - どんな人？,X
JLPT_Tango_N3_0102,幼児,幼児[ようじ],toddler,[sound:JLPT_Tango_N3_0102.mp3],この教室では、幼児が英語を勉強している。,この 教室[きょうしつ]では、 幼児[ようじ]が 英語[えいご]を 勉強[べんきょう]している。,"In this classroom, toddlers are studying English.",,,,,,Ch 01 - 人と人との関係,Sect 05 - どんな人？,X
JLPT_Tango_N3_0102-005,児童,児童[じどう],children,[sound:JLPT_Tango_N3_0102-005.mp3],,,,,,,,related or similar to 幼児,Ch 01 - 人と人との関係,Sect 05 - どんな人？,
JLPT_Tango_N3_0102-006,乳児,乳児[にゅうじ],infant,[sound:JLPT_Tango_N3_0102-006.mp3],,,,,,,,related or similar to 幼児,Ch 01 - 人と人との関係,Sect 05 - どんな人？,
JLPT_Tango_N3_0103,出身,出身[しゅっしん],"one's origin, one's hometown",[sound:JLPT_Tango_N3_0103.mp3],彼はタイのバンコク出身だ。,彼[かれ]はタイのバンコク 出身[しゅっしん]だ。,"He's from Bangkok, Thailand.",,,,,,Ch 01 - 人と人との関係,Sect 05 - どんな人？,X
JLPT_Tango_N3_0103-005,出身大学,出身[しゅっしん] 大学[だいがく],alma mater,[sound:JLPT_Tango_N3_0103-005.mp3],,,,,,,,related or similar to 出身,Ch 01 - 人と人との関係,Sect 05 - どんな人？,
JLPT_Tango_N3_0103-006,出身地,出身[しゅっしん] 地[ち],"hometown, place of origin",[sound:JLPT_Tango_N3_0103-006.mp3],,,,,,,,related or similar to 出身,Ch 01 - 人と人との関係,Sect 05 - どんな人？,
JLPT_Tango_N3_0104,生まれ,生[う]まれ,place of birth,[sound:JLPT_Tango_N3_0104.mp3],私は大阪生まれだ。,私[わたし]は 大阪[おおさか] 生[う]まれだ。,I was born in Osaka.,,,,,,Ch 01 - 人と人との関係,Sect 05 - どんな人？,X
