Tango Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Alternate,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent,Chap Sort,Tag
JLPT_Tango_N2_0049-005,久しぶり,久[ひさ]しぶり,Long Time No See,[sound:JLPT_Tango_N2_0049-005.mp3],,,,,,,,Related to 久しい,Ch 01 - 人と人の関係,Sect 02 - 友達,,24.1,Additional
JLPT_Tango_N2_0050,初対面,初[はつ]対面[たいめん],First Meeting,[sound:JLPT_Tango_N2_0050.mp3],山田さんとは初対面だったので、あいさつした。,山田[やまだ]さんとは初[はつ]対面[たいめん]だったので、あいさつした。,"I greeted Mr.Yamada, as I have never met him before.",,,,,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,1,Sentence
JLPT_Tango_N2_0051,自己紹介,自己[じこ]紹介[しょうかい],Self-introduction,[sound:JLPT_Tango_N2_0051.mp3],合コンでお互いに自己紹介をした。,合コン[ごうこん]でお互[たが]いに自己[じこ]紹介[しょうかい]をした。,We introduced ourselves to each other at the party.,,,,,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,2,Sentence
JLPT_Tango_N2_0051-005,自己流,自己[じこ]流[りゅう],Own Method,[sound:JLPT_Tango_N2_0051-005.mp3],,,,,,,,Related to 自己紹介,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,,2.1,Additional
JLPT_Tango_N2_0052,おじぎ(する),おじぎ(する),Bow,[sound:JLPT_Tango_N2_0052.mp3],朝、大家さんに会ったので、おじぎした。,朝[あさ]、大家[おおや]さんに会[あ]ったので、おじぎした。,I greeted the landlord with a bow when I met him in the morning.,,,,,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,3,Sentence
JLPT_Tango_N2_0053,近所付き合い,近所[きんじょ]付き合[つきあ]い,Interaction With Neighbors,[sound:JLPT_Tango_N2_0053.mp3],できるだけ近所付き合いを大切にしている。,できるだけ近所[きんじょ]付き合[つきあ]いを大切[たいせつ]にしている。,I take interacting with my neighbors very seriously.,,,,,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,4,Sentence
JLPT_Tango_N2_0053-005,友達付き合い,友達[ともだち]付き合[つきあ]い,Interaction With Friends,[sound:JLPT_Tango_N2_0053-005.mp3],,,,,,,,Related to 近所付き合い,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,,4.1,Additional
JLPT_Tango_N2_0054,大家,大家[おおや],Landlord,[sound:JLPT_Tango_N2_0054.mp3],私のアパートの大家さんは、とても親切な人だ。,私[わたし]のアパートの大家[おおや]さんは、とても親切[しんせつ]な人[ひと]だ。,My apartment's landlord is very kind.,,1,"和, 名詞, 普通名詞, 一般, *",,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,5,Sentence
JLPT_Tango_N2_0055,飼い主,飼い主[かいぬし],Owner,[sound:JLPT_Tango_N2_0055.mp3],犬の飼い主同士が公園でおしゃべりをしている。,犬[いぬ]の飼い主[かいぬし]同士[どうし]が公園[こうえん]でおしゃべりをしている。,The dogs' owners are chatting at the park.,,"1,2","和, 名詞, 普通名詞, 一般, *",,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,6,Sentence
JLPT_Tango_N2_0056,交わす,交[か]わす,To Exchange,[sound:JLPT_Tango_N2_0056.mp3],近所の人達に会うと、笑顔であいさつを交わす。,近所[きんじょ]の人[ひと]達[たち]に会[あ]うと、笑顔[えがお]であいさつを交[か]わす。,The neighbors exchange greetings with a smile when they see each other.,,0,"和, 動詞, 非自立可能, *, 五段-サ行",,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,7,Sentence
JLPT_Tango_N2_0057,呼び止める,呼び止[よびと]める,To Stop,[sound:JLPT_Tango_N2_0057.mp3],アパートの前で管理人さんに呼び止められた。,アパートの前[まえ]で管理[かんり]人[にん]さんに呼び止[よびと]められた。,The super stopped me in front of the apartment.,,4,"和, 動詞, 一般, *, 下一段-マ行",,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,8,Sentence
JLPT_Tango_N2_0058-001,振り返る,振り返[ふりかえ]る,To Look Back / To Reflect,[sound:JLPT_Tango_N2_0058-001.mp3],① 後ろから名前を呼ばれて、振り返った。,① 後[うし]ろから名前[なまえ]を呼[よ]ばれて、振り返[ふりかえ]った。,① Someone called my name and I turned around.,,3,"和, 動詞, 一般, *, 五段-ラ行",,① To look behind by moving one's face or body,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,9,Sentence
JLPT_Tango_N2_0058-002,振り返る,振り返[ふりかえ]る,To Look Back / To Reflect,[sound:JLPT_Tango_N2_0058-002.mp3],② 学生時代を振り返ると、なつかしい。,② 学生[がくせい]時代[じだい]を振り返[ふりかえ]ると、なつかしい。,② Reflecting on my days in school brings back good memories.,,3,"和, 動詞, 一般, *, 五段-ラ行",,② To remember the past,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,10,Sentence
JLPT_Tango_N2_0059,再会(する),再会[さいかい](する),Reunion,[sound:JLPT_Tango_N2_0059.mp3],以前お世話になった人に再会した。,以前[いぜん]お世話[せわ]になった人[ひと]に再会[さいかい]した。,I reunited with someone who was very good to me before.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,11,Sentence
JLPT_Tango_N2_0060,覚え,覚[おぼ]え,Recollection,[sound:JLPT_Tango_N2_0060.mp3],田中さんとは会った覚えがない。,田中[たなか]さんとは会[あ]った覚[おぼ]えがない。,I don't recall meeting Mr. Tanaka.,,,,,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,12,Sentence
JLPT_Tango_N2_0060-005,記憶,記憶[きおく],Memory,[sound:JLPT_Tango_N2_0060-005.mp3],,,,,0,"漢, 名詞, 普通名詞, サ変可能, *",,Related to 覚え,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,,12.1,Additional
JLPT_Tango_N2_0061,心当たり,心当[こころあ]たり,"Known Of, Something That Comes To Mind",[sound:JLPT_Tango_N2_0061.mp3],心当たりのない番号から電話が、かかってきた。,心当[こころあ]たりのない番号[ばんごう]から電話[でんわ]が、かかってきた。,Someone called me from a number I have no knowledge of.,,4,"和, 名詞, 普通名詞, 一般, *",,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,13,Sentence
JLPT_Tango_N2_0062,結びつく,結[むす]びつく,"To Link, To Be Put Together",[sound:JLPT_Tango_N2_0062.mp3],川田さんの名前と顔が結びつかない。,川田[かわた]さんの名前[なまえ]と顔[かお]が結[むす]びつかない。,I can't put together the name and face of Mr. Kawada.,結び付く,4,"和, 動詞, 一般, *, 五段-カ行",,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,14,Sentence
JLPT_Tango_N2_0062-005,(～を)結びつける,(～を)結[むす]びつける,"To Link, To Put Together",[sound:JLPT_Tango_N2_0062-005.mp3],,,,結び付ける,5,"和, 動詞, 一般, *, 下一段-カ行",,Related to 結びつく,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,,14.1,Additional
JLPT_Tango_N2_0063,とっさ(に),とっさ(に),"Instant, In A Split Second",[sound:JLPT_Tango_N2_0063.mp3],隣の人に会ったとき、とっさに名前が出てこなかった。,隣[となり]の人[ひと]に会[あ]ったとき、とっさに名前[なまえ]が出[で]てこなかった。,"When I met the person next to me, I couldn't recall their name at that moment.",咄嗟,0,"漢, 名詞, 普通名詞, 一般, *",,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,15,Sentence
JLPT_Tango_N2_0064,てっきり,てっきり,Assumed,[sound:JLPT_Tango_N2_0064.mp3],てっきり彼らを兄弟だと思っていた。,てっきり彼[かれ]らを兄弟[きょうだい]だと思[おも]っていた。,I assumed they were brothers.,,3,"和, 副詞, *, *, *",,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,16,Sentence
JLPT_Tango_N2_0065,思い込む,思い込[おもいこ]む,To Be Under The Impression,[sound:JLPT_Tango_N2_0065.mp3],私は木村さんが独身だと思い込んでいた。,私[わたし]は木村[きむら]さんが独身[どくしん]だと思い込[おもいこ]んでいた。,I was under the impression that Mr. Kimura was single.,,"4,0,2","和, 動詞, 一般, *, 五段-マ行",,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,17,Sentence
JLPT_Tango_N2_0065-005,思い込み,思い込[おもいこ]み,Assumption,[sound:JLPT_Tango_N2_0065-005.mp3],,,,,0,"和, 名詞, 普通名詞, 一般, *",,Related to 思い込む,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,,17.1,Additional
JLPT_Tango_N2_0066,コミュニケーション,コミュニケーション,Communication,[sound:JLPT_Tango_N2_0066.mp3],いろいろな国の人とコミュニケーションを持ちたい。,いろいろな国[くに]の人[ひと]とコミュニケーションを持[も]ちたい。,I want to communicate with people from different countries.,コミュニケーション-communication,4,"外, 名詞, 普通名詞, サ変可能, *",,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,18,Sentence
JLPT_Tango_N2_0067,ネットワーク,ネットワーク,Network,[sound:JLPT_Tango_N2_0067.mp3],将来のために、知り合いのネットワークを広げたい。,将来[しょうらい]のために、知り合[しりあ]いのネットワークを広[ひろ]げたい。,I want to expand my network of acquaintances for my future.,ネットワーク-network,4,"外, 名詞, 普通名詞, 一般, *",,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,19,Sentence
JLPT_Tango_N2_0068,直接,直接[ちょくせつ],"Direct, Directly",[sound:JLPT_Tango_N2_0068.mp3],彼とは直接の友達ではない。,彼[かれ]とは直接[ちょくせつ]の友達[ともだち]ではない。,I am not a direct friend of him.,,0,"漢, 名詞, 普通名詞, サ変形状詞可能, *",,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,20,Sentence
JLPT_Tango_N2_0068-005,間接,間接[かんせつ],"Indirect, Indirectly",[sound:JLPT_Tango_N2_0068-005.mp3],,,,,0,"漢, 名詞, 普通名詞, 一般, *",,Related to 直接,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,,,Additional
JLPT_Tango_N2_0069-001,接する,接[せっ]する,Coming In Contact With ~ / Adjacent,[sound:JLPT_Tango_N2_0069-001.mp3],① 敬語が下手なので、目上の人と接するのが苦手だ。,① 敬語[けいご]が下手[へた]なので、目上[めうえ]の人[ひと]と接[せっ]するのが苦手[にがて]だ。,① I can't speak honorifics well so I am not good at talking with my seniors.,,"3,0","混, 動詞, 一般, *, サ行変格",,① Exchange with people,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,21,Sentence
JLPT_Tango_N2_0069-002,接する,接[せっ]する,Coming In Contact With ~ / Adjacent,[sound:JLPT_Tango_N2_0069-002.mp3],② 私のアパートは、隣のビルと接している。,② 私[わたし]のアパートは、隣[となり]のビルと接[せっ]している。,② My apartment is adjacent to the building next door.,,"3,0","混, 動詞, 一般, *, サ行変格",,② Almost touching; adjacent,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,22,Sentence
JLPT_Tango_N2_0070-001,招く,招[まね]く,Invite,[sound:JLPT_Tango_N2_0070-001.mp3],① 先日、部長のお宅に招かれた。,① 先日[せんじつ]、部長[ぶちょう]のお宅[たく]に招[まね]かれた。,① I was invited to the manager's home a few days ago.,,2,"和, 動詞, 一般, *, 五段-カ行",,① Invite,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,23,Sentence
JLPT_Tango_N2_0070-002,招く,招[まね]く,Invite,[sound:JLPT_Tango_N2_0070-002.mp3],② 彼の言葉が大きな混乱を招いた。,② 彼[かれ]の言葉[ことば]が大[おお]きな混乱[こんらん]を招[まね]いた。,② His words caused major confusion.,,2,"和, 動詞, 一般, *, 五段-カ行",,② Be the cause of an unfavorable result,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,24,Sentence
JLPT_Tango_N2_0071,気配り(する),気配[きくば]り(する),Consideration For Others' Feelings,[sound:JLPT_Tango_N2_0071.mp3],アルバイト先の先輩の気配りを見習いたい。,アルバイト先[さき]の先輩[せんぱい]の気配[きくば]りを見習[みなら]いたい。,I want to emulate the consideration for others that my senior co-worker at my part-time job shows.,,2,"混, 名詞, 普通名詞, サ変可能, *",,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,25,Sentence
JLPT_Tango_N2_0072,込める,込[こ]める,"Infuse, Insert, Put In",[sound:JLPT_Tango_N2_0072.mp3],感謝の気持ちを込めて、先生へのプレゼントを選んだ。,感謝[かんしゃ]の気持[きも]ちを込[こ]めて、先生[せんせい]へのプレゼントを選[えら]んだ。,I chose a present for the teacher that is infused with a sense of gratitude.,,2,"和, 動詞, 一般, *, 下一段-マ行",,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,26,Sentence
JLPT_Tango_N2_0073,同期,同期[どうき],Colleague,[sound:JLPT_Tango_N2_0073.mp3],彼は会社の同期と、とても仲がいい。,彼[かれ]は会社[かいしゃ]の同期[どうき]と、とても仲[なか]がいい。,He has a good relationship with his colleagues that entered the company at the same time as he.,,"0,1","漢, 名詞, 普通名詞, サ変可能, *",,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,27,Sentence
JLPT_Tango_N2_0074,ぐち,ぐち,Complaint,[sound:JLPT_Tango_N2_0074.mp3],毎晩居酒屋で同期とぐちをこぼしている。,毎晩[まいばん]居酒屋[いざかや]で同期[どうき]とぐちをこぼしている。,My colleague and I vent our complaints every night at a Japanese-style pub.,愚痴,0,"漢, 名詞, 普通名詞, 一般, *",,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,28,Sentence
JLPT_Tango_N2_0075,大いに,大[おお]いに,Very,[sound:JLPT_Tango_N2_0075.mp3],今日は大いに飲んで楽しもう。,今日[きょう]は大[おお]いに飲[の]んで楽[たの]しもう。,Let's drink and enjoy today to the fullest.,,1,"和, 副詞, *, *, *",,,Ch 01 - 人と人の関係,Sect 03 - 知人・付き合い,X,29,Sentence
JLPT_Tango_N2_0075-101,低予算,低[てい]予算[よさん],Low Budget,[sound:JLPT_Tango_N2_0075-101.mp3],,,,,,,,,Ch 01 - 人と人の関係,これも覚えよう！02 - 接辞：程度：低～,,,Remember
JLPT_Tango_N2_0075-102,低学年,低[てい]学年[がくねん],Lower Grade,[sound:JLPT_Tango_N2_0075-102.mp3],,,,,,,,,Ch 01 - 人と人の関係,これも覚えよう！02 - 接辞：程度：低～,,,Remember
JLPT_Tango_N2_0075-103,低血圧,低[てい]血圧[けつあつ],Low Blood Pressure,[sound:JLPT_Tango_N2_0075-103.mp3],,,,,,,,,Ch 01 - 人と人の関係,これも覚えよう！02 - 接辞：程度：低～,,,Remember
JLPT_Tango_N2_0075-104,低姿勢,低[てい]姿勢[しせい],Low Profile,[sound:JLPT_Tango_N2_0075-104.mp3],,,,,,,,,Ch 01 - 人と人の関係,これも覚えよう！02 - 接辞：程度：低～,,,Remember
JLPT_Tango_N2_0075-105,低次元,低[てい]次元[じげん],Trivial Matter,[sound:JLPT_Tango_N2_0075-105.mp3],,,,,,,,,Ch 01 - 人と人の関係,これも覚えよう！02 - 接辞：程度：低～,,,Remember
JLPT_Tango_N2_0075-106,低レベル,低[てい]レベル,Low Level,[sound:JLPT_Tango_N2_0075-106.mp3],,,,,,,,,Ch 01 - 人と人の関係,これも覚えよう！02 - 接辞：程度：低～,,,Remember
JLPT_Tango_N2_0076,カップル,カップル,Couple,[sound:JLPT_Tango_N2_0076.mp3],彼らは似合いのカップルだ。,彼[かれ]らは似合[にあ]いのカップルだ。,They are a cute couple.,カップル-couple,1,"外, 名詞, 普通名詞, 一般, *",,,Ch 01 - 人と人の関係,Sect 04 - 恋人,X,1,Sentence
JLPT_Tango_N2_0076-005,ペア,ペア,Pair,[sound:JLPT_Tango_N2_0076-005.mp3],,,,ペア-pair,1,"外, 名詞, 普通名詞, 一般, *",,Related to カップル,Ch 01 - 人と人の関係,Sect 04 - 恋人,,1.1,Additional
JLPT_Tango_N2_0077,愛,愛[あい],Love,[sound:JLPT_Tango_N2_0077.mp3],愛を込めて、彼女にメッセージを送る。,愛[あい]を込[こ]めて、彼女[かのじょ]にメッセージを送[おく]る。,Send her a message with love.,,1,"漢, 名詞, 普通名詞, 一般, *",,,Ch 01 - 人と人の関係,Sect 04 - 恋人,X,2,Sentence
JLPT_Tango_N2_0077-005,愛する,愛[あい]する,To Love,[sound:JLPT_Tango_N2_0077-005.mp3],,,,,3,"混, 動詞, 一般, *, サ行変格",,Related to 愛,Ch 01 - 人と人の関係,Sect 04 - 恋人,,2.1,Additional
JLPT_Tango_N2_0077-006,愛情,愛情[あいじょう],Affection,[sound:JLPT_Tango_N2_0077-006.mp3],,,,,0,"漢, 名詞, 普通名詞, 一般, *",,Related to 愛,Ch 01 - 人と人の関係,Sect 04 - 恋人,,2.2,Additional
JLPT_Tango_N2_0078,同士,同士[どうし],Each Other,[sound:JLPT_Tango_N2_0078.mp3],恋人同士が見つめ合う。,恋人[こいびと]同士[どうし]が見[み]つめ合[あ]う。,The lovers gaze at each other.,,1,"漢, 名詞, 普通名詞, 一般, *",,,Ch 01 - 人と人の関係,Sect 04 - 恋人,X,3,Sentence
JLPT_Tango_N2_0078-005,友達同士,友達[ともだち]同士[どうし],Friends,[sound:JLPT_Tango_N2_0078-005.mp3],,,,,,,,Related to 同士,Ch 01 - 人と人の関係,Sect 04 - 恋人,,3.1,Additional
